,time(ms),x_G,y_G,z_G
0,0.0,0.0390625,-0.0625,0.984375
1,0.625,0.0234375,-0.0625,1.0
2,1.25,0.0546875,-0.0859375,0.9609375
3,1.875,0.0390625,-0.0703125,1.0
4,2.5,0.046875,-0.0703125,0.984375
5,3.125,0.03125,-0.078125,0.9921875
6,3.75,0.046875,-0.0546875,1.0
7,4.375,0.0390625,-0.0703125,1.0078125
8,5.0,0.0546875,-0.0625,0.984375
9,5.625,0.046875,-0.0625,1.015625
10,6.25,0.046875,-0.0546875,1.0078125
11,6.875,0.0546875,-0.0625,1.015625
12,7.5,0.046875,-0.0703125,1.0
13,8.125,0.0390625,-0.046875,1.0078125
14,8.75,0.0234375,-0.0546875,1.015625
15,9.375,0.0390625,-0.046875,1.0234375
16,10.0,0.03125,-0.046875,1.0
17,10.625,0.0390625,-0.0625,1.0
18,11.25,0.0390625,-0.046875,1.0
19,11.875,0.0390625,-0.046875,1.015625
20,12.5,0.046875,-0.046875,1.015625
21,13.125,0.03125,-0.0625,1.03125
22,13.75,0.0234375,-0.0625,1.0078125
23,14.375,0.015625,-0.046875,1.015625
24,15.0,0.03125,-0.0703125,1.015625
25,15.625,0.03125,-0.0625,1.015625
26,16.25,0.0234375,-0.03125,1.015625
27,16.875,0.0234375,-0.0625,1.0078125
28,17.5,0.0546875,-0.0546875,1.0
29,18.125,0.015625,-0.03125,1.0
30,18.75,0.0234375,-0.0546875,1.0
31,19.375,0.015625,-0.0546875,1.0078125
32,20.0,0.015625,-0.0390625,1.0078125
33,20.625,0.0234375,-0.0546875,1.0
34,21.25,0.015625,-0.0625,0.9765625
35,21.875,0.03125,-0.078125,0.9921875
36,22.5,0.015625,-0.0625,1.0
37,23.125,0.03125,-0.0625,0.984375
38,23.75,0.03125,-0.0625,0.9765625
39,24.375,0.0390625,-0.0546875,1.0
40,25.0,0.0234375,-0.078125,1.0
41,25.625,0.03125,-0.078125,1.0
42,26.25,0.03125,-0.0625,1.0
43,26.875,0.0546875,-0.0859375,1.0
44,27.5,0.015625,-0.0703125,0.9921875
45,28.125,0.0625,-0.09375,0.9921875
46,28.75,0.0546875,-0.0703125,1.0
47,29.375,0.0234375,-0.078125,0.9921875
48,30.0,0.046875,-0.0703125,1.0
49,30.625,0.046875,-0.0703125,1.015625
50,31.25,0.0390625,-0.0703125,1.0
51,31.875,0.03125,-0.046875,1.0234375
52,32.5,0.03125,-0.0703125,1.0078125
53,33.125,0.046875,-0.0703125,1.0
54,33.75,0.0234375,-0.0625,1.0234375
55,34.375,0.0234375,-0.0390625,1.015625
56,35.0,0.0390625,-0.0703125,1.015625
57,35.625,0.03125,-0.078125,1.0390625
58,36.25,0.046875,-0.0625,1.0078125
59,36.875,0.0546875,-0.0703125,1.0078125
60,37.5,0.03125,-0.0546875,1.015625
61,38.125,0.03125,-0.0546875,1.0234375
62,38.75,0.03125,-0.0546875,1.0234375
63,39.375,0.0390625,-0.078125,1.0
64,40.0,0.03125,-0.0546875,1.0
65,40.625,0.0390625,-0.046875,1.0
66,41.25,0.03125,-0.046875,1.0078125
67,41.875,0.03125,-0.0703125,0.984375
68,42.5,0.03125,-0.0546875,1.0078125
69,43.125,0.046875,-0.0703125,1.0078125
70,43.75,0.046875,-0.0703125,1.0
71,44.375,0.0078125,-0.0546875,0.9921875
72,45.0,0.0234375,-0.0703125,0.96875
73,45.625,0.046875,-0.0703125,0.984375
74,46.25,0.0234375,-0.0390625,0.9921875
75,46.875,0.03125,-0.0703125,0.9921875
76,47.5,0.03125,-0.078125,1.0
77,48.125,0.03125,-0.0625,0.9765625
78,48.75,0.03125,-0.0859375,0.9921875
79,49.375,0.046875,-0.0625,0.9921875
80,50.0,0.0234375,-0.0625,0.9765625
81,50.625,0.015625,-0.0625,0.984375
82,51.25,0.03125,-0.078125,0.984375
83,51.875,0.03125,-0.078125,0.9921875
84,52.5,0.0234375,-0.0546875,0.9609375
85,53.125,0.0390625,-0.0546875,0.9765625
86,53.75,0.046875,-0.078125,0.984375
87,54.375,0.0390625,-0.0625,1.0
88,55.0,0.046875,-0.078125,0.9921875
89,55.625,0.0546875,-0.0703125,0.9921875
90,56.25,0.0390625,-0.0703125,1.0
91,56.875,0.0390625,-0.0703125,0.984375
92,57.5,0.0390625,-0.0625,1.0
93,58.125,0.046875,-0.046875,0.9921875
94,58.75,0.03125,-0.046875,1.0078125
95,59.375,0.046875,-0.0625,1.0
96,60.0,0.03125,-0.0625,1.0
97,60.625,0.046875,-0.0859375,1.0
98,61.25,0.03125,-0.0390625,1.0
99,61.875,0.0390625,-0.0625,1.0
100,62.5,0.046875,-0.0703125,1.0078125
101,63.125,0.046875,-0.078125,1.0078125
102,63.75,0.03125,-0.0625,1.0
103,64.375,0.0390625,-0.0625,0.9765625
104,65.0,0.046875,-0.0703125,1.0078125
105,65.625,0.0234375,-0.0625,1.0
106,66.25,0.046875,-0.0703125,0.9921875
107,66.875,0.03125,-0.0546875,1.0
108,67.5,0.0546875,-0.0546875,0.9765625
109,68.125,0.03125,-0.0625,0.984375
110,68.75,0.0234375,-0.0703125,0.9765625
111,69.375,0.0234375,-0.0546875,0.984375
112,70.0,0.015625,-0.0625,0.9765625
113,70.625,0.03125,-0.0625,0.9921875
114,71.25,0.0234375,-0.0546875,0.9765625
115,71.875,0.0234375,-0.0546875,0.9609375
116,72.5,0.03125,-0.0625,0.9765625
