,start_x,start_y,end_x,end_Y,top_of_magnet,y_pixel_scale
0,452,1454,453,1292,0,-1
1,450,1453,454,1290,0,-1
2,448,1455,458,1289,0,-1
3,451,1454,455,1290,0,-1
4,449,1457,456,1289,0,-1
5,449,1455,454,1298,0,-1
6,450,1458,454,1319,0,-1
7,452,1459,455,1338,0,-1
8,451,1457,452,1353,0,-1
9,450,1457,454,1342,0,-1
10,451,1455,454,1316,0,-1
11,455,1459,456,1298,0,-1
12,452,1455,456,1283,0,-1
13,453,1454,456,1273,0,-1
14,456,1453,458,1263,0,-1
15,454,1451,457,1245,0,-1
16,456,1456,460,1217,0,-1
17,454,1452,463,1175,0,-1
18,453,1455,464,1122,0,-1
19,457,1454,463,1069,0,-1
20,453,1456,476,767,1,-1
21,449,1454,476,727,1,-1
22,451,1456,475,675,1,-1
23,449,1456,477,646,1,-1
24,452,1457,477,650,1,-1
25,453,1453,480,669,1,-1
26,456,1454,474,718,1,-1
27,456,1452,477,784,1,-1
28,455,1447,464,1120,0,-1
29,457,1453,466,1203,0,-1
30,451,1455,457,1299,0,-1
31,454,1450,454,1385,0,-1
32,450,1457,456,1329,0,-1
33,452,1455,460,1222,0,-1
34,448,1450,458,1153,0,-1
35,452,1456,459,1076,0,-1
36,455,1453,479,781,1,-1
37,449,1452,473,755,1,-1
38,450,1452,472,753,1,-1
39,452,1454,472,764,1,-1
40,450,1455,475,785,1,-1
41,449,1454,461,1084,0,-1
42,455,1453,458,1128,0,-1
43,449,1452,459,1187,0,-1
44,452,1452,456,1246,0,-1
45,454,1449,454,1324,0,-1
46,454,1448,458,1372,0,-1
47,451,1454,454,1333,0,-1
48,453,1454,458,1262,0,-1
49,452,1450,460,1207,0,-1
50,456,1455,458,1159,0,-1
51,455,1452,464,1133,0,-1
52,452,1456,462,1123,0,-1
53,452,1454,459,1133,0,-1
54,452,1453,459,1161,0,-1
55,455,1454,455,1203,0,-1
56,452,1455,457,1249,0,-1
57,455,1456,455,1301,0,-1
58,453,1453,454,1347,0,-1
59,454,1456,456,1350,0,-1
60,455,1457,459,1307,0,-1
61,450,1454,457,1264,0,-1
62,451,1453,457,1217,0,-1
63,453,1452,465,1189,0,-1
64,452,1452,460,1179,0,-1
65,450,1453,458,1183,0,-1
66,450,1455,457,1201,0,-1
67,456,1454,460,1228,0,-1
68,454,1455,455,1269,0,-1
69,453,1451,454,1302,0,-1
70,450,1459,455,1339,0,-1
71,454,1450,455,1338,0,-1
72,-1,-1,-1,-1,0,-1
73,451,1456,457,1274,0,-1
74,451,1452,457,1247,0,-1
75,451,1456,456,1235,0,-1
76,452,1457,455,1237,0,-1
77,452,1455,459,1259,0,-1
78,452,1453,456,1292,0,-1
79,454,1454,457,1332,0,-1
80,452,1456,457,1354,0,-1
81,453,1454,454,1333,0,-1
82,451,1457,457,1296,0,-1
83,452,1454,459,1263,0,-1
84,448,1455,461,1244,0,-1
85,456,1453,460,1229,0,-1
86,452,1452,461,1220,0,-1
87,452,1453,457,1204,0,-1
88,452,1454,462,1180,0,-1
89,451,1454,461,1144,0,-1
90,450,1452,463,1085,0,-1
91,455,1456,476,780,1,-1
92,453,1454,473,709,1,-1
93,452,1456,477,632,1,-1
94,450,1459,481,550,1,-1
95,446,1455,487,497,1,-1
96,453,1409,479,512,1,-1
97,448,1455,474,539,1,-1
98,453,1452,474,595,1,-1
99,543,1366,550,618,1,-1
100,412,1436,414,1027,0,-1
101,416,1475,413,1212,0,-1
102,452,1490,460,1285,0,-1
103,517,1489,514,1291,0,-1
104,499,1468,512,1156,0,-1
105,416,1448,418,1314,0,-1
106,462,1480,464,1338,0,-1
107,436,1468,434,1321,0,-1
108,436,1467,445,1306,0,-1
109,447,1455,453,1289,0,-1
110,450,1455,455,1282,0,-1
111,451,1456,456,1280,0,-1
112,448,1455,451,1276,0,-1
113,446,1450,460,1275,0,-1
114,444,1447,452,1280,0,-1
115,452,1452,458,1289,0,-1
116,450,1457,456,1289,0,-1
117,452,1453,452,1295,0,-1
118,453,1450,457,1296,0,-1
119,453,1455,453,1293,0,-1
120,454,1453,456,1291,0,-1
121,452,1454,455,1289,0,-1
122,449,1453,456,1286,0,-1
123,448,1451,456,1278,0,-1
124,454,1450,455,1285,0,-1
125,448,1451,450,1283,0,-1
126,452,1456,456,1284,0,-1
127,454,1454,455,1286,0,-1
128,452,1449,455,1285,0,-1
129,454,1449,457,1285,0,-1
130,451,1445,455,1285,0,-1
131,450,1447,455,1284,0,-1
132,450,1448,454,1284,0,-1
133,454,1449,453,1284,0,-1
134,450,1446,455,1284,0,-1
135,451,1450,455,1282,0,-1
136,451,1446,453,1282,0,-1
