,time(ms),V
4775,2984.375,0.022558593749999998
4776,2985.0,0.0523681640625
4777,2985.625,0.059619140625
4778,2986.25,0.061230468749999996
4779,2986.875,0.0652587890625
4780,2987.5,0.040283203125
4781,2988.125,0.045117187499999996
4782,2988.75,0.054785156249999994
4783,2989.375,0.0668701171875
4784,2990.0,0.06606445312499999
4785,2990.625,0.062841796875
4786,2991.25,0.069287109375
4787,2991.875,0.0523681640625
4788,2992.5,0.0636474609375
4789,2993.125,0.0878173828125
4790,2993.75,0.095068359375
4791,2994.375,0.095068359375
4792,2995.0,0.0708984375
4793,2995.625,0.0765380859375
4794,2996.25,0.0829833984375
4795,2996.875,0.064453125
4796,2997.5,0.07412109374999999
4797,2998.125,0.0926513671875
4798,2998.75,0.07412109374999999
4799,2999.375,0.08701171875
4800,3000.0,0.11843261718749999
4801,3000.625,0.10554199218749999
4802,3001.25,0.09748535156249999
4803,3001.875,0.1119873046875
4804,3002.5,0.1248779296875
4805,3003.125,0.103125
4806,3003.75,0.09990234375
4807,3004.375,0.104736328125
4808,3005.0,0.127294921875
4809,3005.625,0.11843261718749999
4810,3006.25,0.12568359375
4811,3006.875,0.1297119140625
4812,3007.5,0.11037597656249999
4813,3008.125,0.1490478515625
4814,3008.75,0.1329345703125
4815,3009.375,0.12568359375
4816,3010.0,0.111181640625
4817,3010.625,0.1232666015625
4818,3011.25,0.1353515625
4819,3011.875,0.1313232421875
4820,3012.5,0.1264892578125
4821,3013.125,0.1264892578125
4822,3013.75,0.1232666015625
4823,3014.375,0.1248779296875
4824,3015.0,0.133740234375
4825,3015.625,0.11440429687499999
4826,3016.25,0.11923828125
4827,3016.875,0.120849609375
4828,3017.5,0.1152099609375
4829,3018.125,0.09426269531249999
4830,3018.75,0.09829101562499999
4831,3019.375,0.14501953125
4832,3020.0,0.11037597656249999
4833,3020.625,0.111181640625
4834,3021.25,0.1119873046875
4835,3021.875,0.11843261718749999
4836,3022.5,0.10231933593749999
4837,3023.125,0.09990234375
4838,3023.75,0.0966796875
4839,3024.375,0.09990234375
4840,3025.0,0.0837890625
4841,3025.625,0.0878173828125
4842,3026.25,0.09023437499999999
4843,3026.875,0.0636474609375
4844,3027.5,0.0652587890625
4845,3028.125,0.0797607421875
4846,3028.75,0.072509765625
4847,3029.375,0.0765380859375
4848,3030.0,0.0765380859375
4849,3030.625,0.0443115234375
4850,3031.25,0.069287109375
4851,3031.875,0.0708984375
4852,3032.5,0.0394775390625
4853,3033.125,0.0555908203125
4854,3033.75,0.0837890625
4855,3034.375,0.0459228515625
4856,3035.0,0.0668701171875
4857,3035.625,0.033032226562499996
4858,3036.25,0.0708984375
4859,3036.875,0.045117187499999996
4860,3037.5,0.049145507812499996
4861,3038.125,0.088623046875
4862,3038.75,0.061230468749999996
4863,3039.375,0.027392578124999997
4864,3040.0,0.0201416015625
4865,3040.625,0.0298095703125
4866,3041.25,0.015307617187499999
4867,3041.875,0.041088867187499996
4868,3042.5,0.0459228515625
4869,3043.125,0.045117187499999996
4870,3043.75,0.0668701171875
4871,3044.375,0.056396484375
4872,3045.0,0.0394775390625
4873,3045.625,0.04189453125
4874,3046.25,0.0523681640625
4875,3046.875,0.053173828124999996
4876,3047.5,0.0604248046875
4877,3048.125,0.0378662109375
4878,3048.75,0.030615234374999998
