,time(ms),x_G,y_G,z_G
0,0.0,0.0234375,-0.0625,1.0078125
1,0.625,0.0390625,0.0,1.0078125
2,1.25,0.03125,-0.046875,0.984375
3,1.875,0.0390625,-0.0625,1.046875
4,2.5,0.0390625,-0.0546875,1.0703125
5,3.125,0.03125,-0.03125,1.0078125
6,3.75,0.0390625,-0.0703125,0.9765625
7,4.375,0.03125,-0.0546875,1.0
8,5.0,0.015625,-0.0546875,0.984375
9,5.625,0.03125,-0.0546875,0.984375
10,6.25,0.03125,-0.0625,0.9921875
11,6.875,0.015625,-0.0625,0.9921875
12,7.5,0.015625,-0.0390625,1.0
13,8.125,0.0234375,-0.046875,0.984375
14,8.75,0.0234375,-0.0859375,1.015625
15,9.375,0.0390625,-0.0390625,1.0
16,10.0,0.03125,-0.0625,1.0
17,10.625,0.0078125,-0.046875,1.0
18,11.25,0.0390625,-0.0625,1.0
19,11.875,0.046875,-0.0625,1.0078125
20,12.5,0.015625,-0.0390625,1.0078125
21,13.125,0.015625,-0.0625,0.984375
22,13.75,0.015625,-0.0546875,1.0
23,14.375,0.0234375,-0.0625,1.0078125
24,15.0,0.0546875,-0.0546875,1.0
25,15.625,0.0078125,-0.046875,1.0
26,16.25,0.03125,-0.0625,1.0
27,16.875,0.0390625,-0.0625,1.015625
28,17.5,0.046875,-0.0625,1.0234375
29,18.125,0.03125,-0.0546875,0.9921875
30,18.75,0.0234375,-0.0390625,1.0078125
31,19.375,0.0234375,-0.0546875,1.0078125
32,20.0,0.03125,-0.0546875,1.0078125
33,20.625,0.0390625,-0.0546875,0.9921875
34,21.25,0.03125,-0.0390625,1.03125
35,21.875,0.03125,-0.0625,1.0234375
36,22.5,0.03125,-0.0546875,0.984375
37,23.125,0.0234375,-0.046875,0.9921875
38,23.75,0.0390625,-0.078125,0.9921875
39,24.375,0.0,-0.046875,1.0
40,25.0,0.03125,-0.046875,1.0
41,25.625,0.03125,-0.0703125,0.984375
42,26.25,0.0390625,-0.0625,1.0
43,26.875,0.015625,-0.046875,0.9765625
44,27.5,0.03125,-0.0546875,1.0
45,28.125,0.0234375,-0.0625,0.9921875
46,28.75,0.0234375,-0.078125,0.96875
47,29.375,0.03125,-0.046875,0.9765625
48,30.0,0.0078125,-0.0546875,0.984375
49,30.625,0.0390625,-0.078125,1.0
50,31.25,0.03125,-0.0546875,1.0
51,31.875,0.03125,-0.0546875,1.0
52,32.5,0.03125,-0.0546875,0.9765625
53,33.125,0.015625,-0.0546875,1.0078125
54,33.75,0.03125,-0.0546875,0.9921875
55,34.375,0.0234375,-0.0390625,0.9921875
56,35.0,0.0390625,-0.0546875,1.0
57,35.625,0.0390625,-0.0625,1.0
58,36.25,0.0234375,-0.0703125,1.0
59,36.875,0.046875,-0.0546875,1.0
60,37.5,0.03125,-0.046875,1.0
61,38.125,0.0234375,-0.0546875,1.0
62,38.75,0.0390625,-0.0625,1.0
63,39.375,0.03125,-0.0625,1.0234375
64,40.0,0.03125,-0.0703125,1.015625
65,40.625,0.046875,-0.0625,1.0078125
66,41.25,0.015625,-0.0390625,1.0
67,41.875,0.03125,-0.0546875,1.015625
68,42.5,0.046875,-0.078125,1.015625
69,43.125,0.03125,-0.0546875,1.0
70,43.75,0.046875,-0.0546875,1.0
71,44.375,0.03125,-0.0625,1.0
72,45.0,0.0234375,-0.046875,1.0
73,45.625,0.0390625,-0.078125,1.0078125
74,46.25,0.0390625,-0.0546875,1.0078125
75,46.875,0.0546875,-0.046875,1.015625
76,47.5,0.046875,-0.0546875,1.0
77,48.125,0.015625,-0.0625,1.0
78,48.75,0.0390625,-0.0546875,1.0
79,49.375,0.03125,-0.0546875,1.0
80,50.0,0.03125,-0.0703125,0.9921875
81,50.625,0.0390625,-0.0625,0.984375
82,51.25,0.0390625,-0.0625,1.0078125
83,51.875,0.015625,-0.0546875,0.984375
84,52.5,0.03125,-0.0625,0.984375
85,53.125,0.015625,-0.0625,0.984375
86,53.75,0.03125,-0.046875,0.984375
87,54.375,0.015625,-0.0546875,1.0
88,55.0,0.03125,-0.046875,1.0
89,55.625,0.0234375,-0.0625,1.0078125
90,56.25,0.015625,-0.078125,1.0
91,56.875,0.0234375,-0.0546875,1.0
92,57.5,0.0078125,-0.0703125,0.9921875
93,58.125,0.0234375,-0.0625,1.0
94,58.75,0.046875,-0.0703125,1.015625
95,59.375,0.0390625,-0.0625,1.0
96,60.0,0.0390625,-0.0703125,1.0
97,60.625,0.046875,-0.078125,1.0
98,61.25,0.03125,-0.0703125,0.9921875
99,61.875,0.03125,-0.0546875,1.0
100,62.5,0.0390625,-0.0625,1.015625
101,63.125,0.0390625,-0.0390625,1.0
