,n_z,n_w,optimal_spacing_mm
250,4,96,0.028001
251,4,98,0.028001
252,4,100,0.028001
253,4,102,0.028001
254,4,104,0.028001
255,4,106,0.028001
256,4,108,0.028001
257,4,110,0.028001
258,4,112,0.028001
259,4,114,0.028001
260,4,116,0.028001
261,4,118,0.028001
262,4,120,0.028001
263,4,122,0.028001
264,4,124,0.028001
265,4,126,0.028001
266,4,128,0.028001
267,4,130,0.028001
268,4,132,0.028001
269,4,134,0.028001
270,4,136,0.028001
271,4,138,0.028001
272,4,140,0.028001
273,4,142,0.028001
274,4,144,0.028001
275,4,146,0.028001
276,4,148,0.028001
277,4,150,0.028001
278,4,152,0.028001
279,4,154,0.028001
280,4,156,0.028001
281,4,158,0.028001
282,4,160,0.028001
283,4,162,0.028001
284,4,164,0.029001000000000002
285,4,166,0.029001000000000002
286,4,168,0.029001000000000002
287,4,170,0.029001000000000002
288,4,172,0.029001000000000002
289,4,174,0.030001
290,4,176,0.030001
291,4,178,0.030001
292,4,180,0.030001
293,4,182,0.031001
294,4,184,0.031001
295,4,186,0.031001
296,4,188,0.031001
297,4,190,0.032001
298,4,192,0.032001
299,4,194,0.032001
300,4,196,0.032001
301,4,198,0.033001
302,4,200,0.033001
303,6,0,0.011000999999999999
304,6,2,0.036001000000000005
305,6,4,0.024001
306,6,6,0.023001
307,6,8,0.021001000000000002
308,6,10,0.021001000000000002
309,6,12,0.020001
310,6,14,0.020001
311,6,16,0.020001
312,6,18,0.020001
313,6,20,0.020001
314,6,22,0.020001
315,6,24,0.021001000000000002
316,6,26,0.021001000000000002
317,6,28,0.021001000000000002
318,6,30,0.021001000000000002
319,6,32,0.021001000000000002
320,6,34,0.021001000000000002
321,6,36,0.022001
322,6,38,0.022001
323,6,40,0.022001
324,6,42,0.022001
325,6,44,0.023001
326,6,46,0.023001
327,6,48,0.023001
328,6,50,0.023001
329,6,52,0.024001
330,6,54,0.024001
331,6,56,0.024001
332,6,58,0.024001
333,6,60,0.025001000000000002
334,6,62,0.025001000000000002
335,6,64,0.025001000000000002
336,6,66,0.025001000000000002
337,6,68,0.026001000000000003
338,6,70,0.026001000000000003
339,6,72,0.026001000000000003
340,6,74,0.026001000000000003
341,6,76,0.026001000000000003
342,6,78,0.026001000000000003
343,6,80,0.027001
344,6,82,0.027001
345,6,84,0.027001
346,6,86,0.027001
347,6,88,0.027001
348,6,90,0.027001
349,6,92,0.027001
350,6,94,0.027001
351,6,96,0.027001
352,6,98,0.027001
353,6,100,0.027001
354,6,102,0.027001
355,6,104,0.027001
356,6,106,0.028001
357,6,108,0.028001
358,6,110,0.028001
359,6,112,0.028001
360,6,114,0.028001
361,6,116,0.028001
362,6,118,0.028001
363,6,120,0.028001
364,6,122,0.028001
365,6,124,0.028001
366,6,126,0.028001
367,6,128,0.028001
368,6,130,0.028001
369,6,132,0.028001
370,6,134,0.028001
371,6,136,0.028001
372,6,138,0.028001
373,6,140,0.028001
374,6,142,0.028001
375,6,144,0.028001
376,6,146,0.028001
377,6,148,0.028001
378,6,150,0.028001
379,6,152,0.028001
380,6,154,0.028001
381,6,156,0.029001000000000002
382,6,158,0.029001000000000002
383,6,160,0.029001000000000002
384,6,162,0.029001000000000002
385,6,164,0.029001000000000002
386,6,166,0.029001000000000002
387,6,168,0.029001000000000002
388,6,170,0.029001000000000002
389,6,172,0.030001
390,6,174,0.030001
391,6,176,0.030001
392,6,178,0.030001
393,6,180,0.030001
394,6,182,0.030001
395,6,184,0.031001
396,6,186,0.031001
397,6,188,0.031001
398,6,190,0.031001
399,6,192,0.031001
400,6,194,0.032001
401,6,196,0.032001
402,6,198,0.032001
403,6,200,0.032001
404,8,0,0.013001
405,8,2,0.036001000000000005
406,8,4,0.025001000000000002
407,8,6,0.023001
408,8,8,0.022001
409,8,10,0.021001000000000002
410,8,12,0.021001000000000002
411,8,14,0.021001000000000002
412,8,16,0.021001000000000002
413,8,18,0.021001000000000002
414,8,20,0.021001000000000002
415,8,22,0.021001000000000002
416,8,24,0.021001000000000002
417,8,26,0.021001000000000002
418,8,28,0.021001000000000002
419,8,30,0.022001
420,8,32,0.022001
421,8,34,0.022001
422,8,36,0.022001
423,8,38,0.022001
424,8,40,0.022001
425,8,42,0.023001
426,8,44,0.023001
427,8,46,0.023001
428,8,48,0.023001
429,8,50,0.024001
430,8,52,0.024001
431,8,54,0.024001
432,8,56,0.024001
433,8,58,0.024001
434,8,60,0.025001000000000002
435,8,62,0.025001000000000002
436,8,64,0.025001000000000002
437,8,66,0.025001000000000002
438,8,68,0.025001000000000002
439,8,70,0.025001000000000002
440,8,72,0.026001000000000003
441,8,74,0.026001000000000003
442,8,76,0.026001000000000003
443,8,78,0.026001000000000003
444,8,80,0.026001000000000003
445,8,82,0.026001000000000003
446,8,84,0.026001000000000003
447,8,86,0.027001
448,8,88,0.027001
449,8,90,0.027001
450,8,92,0.027001
451,8,94,0.027001
452,8,96,0.027001
453,8,98,0.027001
454,8,100,0.027001
455,8,102,0.027001
456,8,104,0.027001
457,8,106,0.027001
458,8,108,0.027001
459,8,110,0.027001
460,8,112,0.027001
461,8,114,0.028001
462,8,116,0.028001
463,8,118,0.028001
464,8,120,0.028001
465,8,122,0.028001
466,8,124,0.028001
467,8,126,0.028001
468,8,128,0.028001
469,8,130,0.028001
470,8,132,0.028001
471,8,134,0.028001
472,8,136,0.028001
473,8,138,0.028001
474,8,140,0.028001
475,8,142,0.028001
476,8,144,0.028001
477,8,146,0.028001
478,8,148,0.028001
479,8,150,0.029001000000000002
480,8,152,0.029001000000000002
481,8,154,0.029001000000000002
482,8,156,0.029001000000000002
483,8,158,0.029001000000000002
484,8,160,0.029001000000000002
485,8,162,0.029001000000000002
486,8,164,0.029001000000000002
487,8,166,0.029001000000000002
488,8,168,0.029001000000000002
489,8,170,0.030001
490,8,172,0.030001
491,8,174,0.030001
492,8,176,0.030001
493,8,178,0.030001
494,8,180,0.030001
495,8,182,0.030001
496,8,184,0.031001
497,8,186,0.031001
498,8,188,0.031001
499,8,190,0.031001
500,8,192,0.031001
501,8,194,0.031001
502,8,196,0.032001
503,8,198,0.032001
504,8,200,0.032001
505,10,0,0.013001
506,10,2,0.036001000000000005
507,10,4,0.025001000000000002
508,10,6,0.023001
509,10,8,0.022001
510,10,10,0.022001
511,10,12,0.021001000000000002
512,10,14,0.021001000000000002
513,10,16,0.021001000000000002
514,10,18,0.021001000000000002
515,10,20,0.021001000000000002
516,10,22,0.021001000000000002
517,10,24,0.021001000000000002
518,10,26,0.022001
519,10,28,0.022001
520,10,30,0.022001
521,10,32,0.022001
522,10,34,0.022001
523,10,36,0.022001
524,10,38,0.022001
525,10,40,0.023001
526,10,42,0.023001
527,10,44,0.023001
528,10,46,0.023001
529,10,48,0.023001
530,10,50,0.024001
531,10,52,0.024001
532,10,54,0.024001
533,10,56,0.024001
534,10,58,0.024001
535,10,60,0.024001
536,10,62,0.025001000000000002
537,10,64,0.025001000000000002
538,10,66,0.025001000000000002
539,10,68,0.025001000000000002
540,10,70,0.025001000000000002
541,10,72,0.025001000000000002
542,10,74,0.026001000000000003
543,10,76,0.026001000000000003
544,10,78,0.026001000000000003
545,10,80,0.026001000000000003
546,10,82,0.026001000000000003
547,10,84,0.026001000000000003
548,10,86,0.026001000000000003
549,10,88,0.026001000000000003
550,10,90,0.027001
551,10,92,0.027001
552,10,94,0.027001
553,10,96,0.027001
554,10,98,0.027001
555,10,100,0.027001
556,10,102,0.027001
557,10,104,0.027001
558,10,106,0.027001
559,10,108,0.027001
560,10,110,0.027001
561,10,112,0.027001
562,10,114,0.027001
563,10,116,0.028001
564,10,118,0.028001
565,10,120,0.028001
566,10,122,0.028001
567,10,124,0.028001
568,10,126,0.028001
569,10,128,0.028001
570,10,130,0.028001
571,10,132,0.028001
572,10,134,0.028001
573,10,136,0.028001
574,10,138,0.028001
575,10,140,0.028001
576,10,142,0.028001
577,10,144,0.028001
578,10,146,0.029001000000000002
579,10,148,0.029001000000000002
580,10,150,0.029001000000000002
581,10,152,0.029001000000000002
582,10,154,0.029001000000000002
583,10,156,0.029001000000000002
584,10,158,0.029001000000000002
585,10,160,0.029001000000000002
586,10,162,0.029001000000000002
587,10,164,0.029001000000000002
588,10,166,0.029001000000000002
589,10,168,0.030001
590,10,170,0.030001
591,10,172,0.030001
592,10,174,0.030001
593,10,176,0.030001
594,10,178,0.030001
595,10,180,0.030001
596,10,182,0.030001
597,10,184,0.031001
598,10,186,0.031001
599,10,188,0.031001
600,10,190,0.031001
601,10,192,0.031001
602,10,194,0.031001
603,10,196,0.031001
604,10,198,0.032001
605,10,200,0.032001
606,12,0,0.014001
607,12,2,0.035001000000000004
608,12,4,0.026001000000000003
609,12,6,0.023001
610,12,8,0.022001
611,12,10,0.022001
612,12,12,0.022001
613,12,14,0.021001000000000002
614,12,16,0.021001000000000002
615,12,18,0.021001000000000002
616,12,20,0.021001000000000002
617,12,22,0.022001
618,12,24,0.022001
619,12,26,0.022001
620,12,28,0.022001
621,12,30,0.022001
622,12,32,0.022001
623,12,34,0.022001
624,12,36,0.022001
625,12,38,0.023001
626,12,40,0.023001
627,12,42,0.023001
628,12,44,0.023001
629,12,46,0.023001
630,12,48,0.023001
631,12,50,0.024001
632,12,52,0.024001
633,12,54,0.024001
634,12,56,0.024001
635,12,58,0.024001
636,12,60,0.024001
637,12,62,0.025001000000000002
638,12,64,0.025001000000000002
639,12,66,0.025001000000000002
640,12,68,0.025001000000000002
641,12,70,0.025001000000000002
642,12,72,0.025001000000000002
643,12,74,0.025001000000000002
644,12,76,0.026001000000000003
645,12,78,0.026001000000000003
646,12,80,0.026001000000000003
647,12,82,0.026001000000000003
648,12,84,0.026001000000000003
649,12,86,0.026001000000000003
650,12,88,0.026001000000000003
651,12,90,0.026001000000000003
652,12,92,0.027001
653,12,94,0.027001
654,12,96,0.027001
655,12,98,0.027001
656,12,100,0.027001
657,12,102,0.027001
658,12,104,0.027001
659,12,106,0.027001
660,12,108,0.027001
661,12,110,0.027001
662,12,112,0.027001
663,12,114,0.027001
664,12,116,0.028001
665,12,118,0.028001
666,12,120,0.028001
667,12,122,0.028001
668,12,124,0.028001
669,12,126,0.028001
670,12,128,0.028001
671,12,130,0.028001
672,12,132,0.028001
673,12,134,0.028001
674,12,136,0.028001
675,12,138,0.028001
676,12,140,0.028001
677,12,142,0.028001
678,12,144,0.029001000000000002
679,12,146,0.029001000000000002
680,12,148,0.029001000000000002
681,12,150,0.029001000000000002
682,12,152,0.029001000000000002
683,12,154,0.029001000000000002
684,12,156,0.029001000000000002
685,12,158,0.029001000000000002
686,12,160,0.029001000000000002
687,12,162,0.029001000000000002
688,12,164,0.029001000000000002
689,12,166,0.030001
690,12,168,0.030001
691,12,170,0.030001
692,12,172,0.030001
693,12,174,0.030001
694,12,176,0.030001
695,12,178,0.030001
696,12,180,0.030001
697,12,182,0.030001
698,12,184,0.031001
699,12,186,0.031001
700,12,188,0.031001
701,12,190,0.031001
702,12,192,0.031001
703,12,194,0.031001
704,12,196,0.031001
705,12,198,0.031001
706,12,200,0.032001
707,14,0,0.014001
708,14,2,0.033001
709,14,4,0.025001000000000002
710,14,6,0.023001
711,14,8,0.022001
712,14,10,0.022001
713,14,12,0.022001
714,14,14,0.022001
715,14,16,0.022001
716,14,18,0.022001
717,14,20,0.022001
718,14,22,0.022001
719,14,24,0.022001
720,14,26,0.022001
721,14,28,0.022001
722,14,30,0.022001
723,14,32,0.022001
724,14,34,0.022001
725,14,36,0.023001
726,14,38,0.023001
727,14,40,0.023001
728,14,42,0.023001
729,14,44,0.023001
730,14,46,0.023001
731,14,48,0.024001
732,14,50,0.024001
733,14,52,0.024001
734,14,54,0.024001
735,14,56,0.024001
736,14,58,0.024001
737,14,60,0.024001
738,14,62,0.025001000000000002
739,14,64,0.025001000000000002
740,14,66,0.025001000000000002
741,14,68,0.025001000000000002
742,14,70,0.025001000000000002
743,14,72,0.025001000000000002
744,14,74,0.025001000000000002
745,14,76,0.026001000000000003
746,14,78,0.026001000000000003
747,14,80,0.026001000000000003
748,14,82,0.026001000000000003
749,14,84,0.026001000000000003
750,14,86,0.026001000000000003
751,14,88,0.026001000000000003
752,14,90,0.026001000000000003
753,14,92,0.026001000000000003
754,14,94,0.027001
755,14,96,0.027001
756,14,98,0.027001
757,14,100,0.027001
758,14,102,0.027001
759,14,104,0.027001
760,14,106,0.027001
761,14,108,0.027001
762,14,110,0.027001
763,14,112,0.027001
764,14,114,0.027001
765,14,116,0.027001
766,14,118,0.028001
767,14,120,0.028001
768,14,122,0.028001
769,14,124,0.028001
770,14,126,0.028001
771,14,128,0.028001
772,14,130,0.028001
773,14,132,0.028001
774,14,134,0.028001
775,14,136,0.028001
776,14,138,0.028001
777,14,140,0.028001
778,14,142,0.029001000000000002
779,14,144,0.029001000000000002
780,14,146,0.029001000000000002
781,14,148,0.029001000000000002
782,14,150,0.029001000000000002
783,14,152,0.029001000000000002
784,14,154,0.029001000000000002
785,14,156,0.029001000000000002
786,14,158,0.029001000000000002
787,14,160,0.029001000000000002
788,14,162,0.029001000000000002
789,14,164,0.030001
790,14,166,0.030001
791,14,168,0.030001
792,14,170,0.030001
793,14,172,0.030001
794,14,174,0.030001
795,14,176,0.030001
796,14,178,0.030001
797,14,180,0.030001
798,14,182,0.031001
799,14,184,0.031001
800,14,186,0.031001
801,14,188,0.031001
802,14,190,0.031001
803,14,192,0.031001
804,14,194,0.031001
805,14,196,0.031001
806,14,198,0.031001
807,14,200,0.031001
808,16,0,0.014001
809,16,2,0.031001
810,16,4,0.025001000000000002
811,16,6,0.023001
812,16,8,0.022001
813,16,10,0.022001
814,16,12,0.022001
815,16,14,0.022001
816,16,16,0.022001
817,16,18,0.022001
818,16,20,0.022001
819,16,22,0.022001
820,16,24,0.022001
821,16,26,0.022001
822,16,28,0.022001
823,16,30,0.022001
824,16,32,0.022001
825,16,34,0.023001
826,16,36,0.023001
827,16,38,0.023001
828,16,40,0.023001
829,16,42,0.023001
830,16,44,0.023001
831,16,46,0.023001
832,16,48,0.024001
833,16,50,0.024001
834,16,52,0.024001
835,16,54,0.024001
836,16,56,0.024001
837,16,58,0.024001
838,16,60,0.024001
839,16,62,0.025001000000000002
840,16,64,0.025001000000000002
841,16,66,0.025001000000000002
842,16,68,0.025001000000000002
843,16,70,0.025001000000000002
844,16,72,0.025001000000000002
845,16,74,0.025001000000000002
846,16,76,0.026001000000000003
847,16,78,0.026001000000000003
848,16,80,0.026001000000000003
849,16,82,0.026001000000000003
850,16,84,0.026001000000000003
851,16,86,0.026001000000000003
852,16,88,0.026001000000000003
853,16,90,0.026001000000000003
854,16,92,0.026001000000000003
855,16,94,0.027001
856,16,96,0.027001
857,16,98,0.027001
858,16,100,0.027001
859,16,102,0.027001
860,16,104,0.027001
861,16,106,0.027001
862,16,108,0.027001
863,16,110,0.027001
864,16,112,0.027001
865,16,114,0.027001
866,16,116,0.027001
867,16,118,0.028001
868,16,120,0.028001
869,16,122,0.028001
870,16,124,0.028001
871,16,126,0.028001
872,16,128,0.028001
873,16,130,0.028001
874,16,132,0.028001
875,16,134,0.028001
876,16,136,0.028001
877,16,138,0.028001
878,16,140,0.028001
879,16,142,0.029001000000000002
880,16,144,0.029001000000000002
881,16,146,0.029001000000000002
882,16,148,0.029001000000000002
883,16,150,0.029001000000000002
884,16,152,0.029001000000000002
885,16,154,0.029001000000000002
886,16,156,0.029001000000000002
887,16,158,0.029001000000000002
888,16,160,0.029001000000000002
889,16,162,0.030001
890,16,164,0.030001
891,16,166,0.030001
892,16,168,0.030001
893,16,170,0.030001
894,16,172,0.030001
895,16,174,0.030001
896,16,176,0.030001
897,16,178,0.030001
898,16,180,0.030001
899,16,182,0.031001
900,16,184,0.031001
901,16,186,0.031001
902,16,188,0.031001
903,16,190,0.031001
904,16,192,0.031001
905,16,194,0.031001
906,16,196,0.031001
907,16,198,0.031001
908,16,200,0.031001
909,18,0,0.015000999999999999
910,18,2,0.030001
911,18,4,0.025001000000000002
912,18,6,0.023001
913,18,8,0.022001
914,18,10,0.022001
915,18,12,0.022001
916,18,14,0.022001
917,18,16,0.022001
918,18,18,0.022001
919,18,20,0.022001
920,18,22,0.022001
921,18,24,0.022001
922,18,26,0.022001
923,18,28,0.022001
924,18,30,0.022001
925,18,32,0.023001
926,18,34,0.023001
927,18,36,0.023001
928,18,38,0.023001
929,18,40,0.023001
930,18,42,0.023001
931,18,44,0.023001
932,18,46,0.024001
933,18,48,0.024001
934,18,50,0.024001
935,18,52,0.024001
936,18,54,0.024001
937,18,56,0.024001
938,18,58,0.024001
939,18,60,0.024001
940,18,62,0.025001000000000002
941,18,64,0.025001000000000002
942,18,66,0.025001000000000002
943,18,68,0.025001000000000002
944,18,70,0.025001000000000002
945,18,72,0.025001000000000002
946,18,74,0.025001000000000002
947,18,76,0.025001000000000002
948,18,78,0.026001000000000003
949,18,80,0.026001000000000003
950,18,82,0.026001000000000003
951,18,84,0.026001000000000003
952,18,86,0.026001000000000003
953,18,88,0.026001000000000003
954,18,90,0.026001000000000003
955,18,92,0.026001000000000003
956,18,94,0.026001000000000003
957,18,96,0.027001
958,18,98,0.027001
959,18,100,0.027001
960,18,102,0.027001
961,18,104,0.027001
962,18,106,0.027001
963,18,108,0.027001
964,18,110,0.027001
965,18,112,0.027001
966,18,114,0.027001
967,18,116,0.028001
968,18,118,0.028001
969,18,120,0.028001
970,18,122,0.028001
971,18,124,0.028001
972,18,126,0.028001
973,18,128,0.028001
974,18,130,0.028001
975,18,132,0.028001
976,18,134,0.028001
977,18,136,0.028001
978,18,138,0.028001
979,18,140,0.029001000000000002
980,18,142,0.029001000000000002
981,18,144,0.029001000000000002
982,18,146,0.029001000000000002
983,18,148,0.029001000000000002
984,18,150,0.029001000000000002
985,18,152,0.029001000000000002
986,18,154,0.029001000000000002
987,18,156,0.029001000000000002
988,18,158,0.029001000000000002
989,18,160,0.029001000000000002
990,18,162,0.030001
991,18,164,0.030001
992,18,166,0.030001
993,18,168,0.030001
994,18,170,0.030001
995,18,172,0.030001
996,18,174,0.030001
997,18,176,0.030001
998,18,178,0.030001
999,18,180,0.030001
1000,18,182,0.031001
1001,18,184,0.031001
1002,18,186,0.031001
1003,18,188,0.031001
1004,18,190,0.031001
1005,18,192,0.031001
1006,18,194,0.031001
1007,18,196,0.031001
1008,18,198,0.031001
1009,18,200,0.031001
1010,20,0,0.015000999999999999
1011,20,2,0.030001
1012,20,4,0.025001000000000002
1013,20,6,0.023001
1014,20,8,0.022001
1015,20,10,0.022001
1016,20,12,0.022001
1017,20,14,0.022001
1018,20,16,0.022001
1019,20,18,0.022001
1020,20,20,0.022001
1021,20,22,0.022001
1022,20,24,0.022001
1023,20,26,0.022001
1024,20,28,0.022001
1025,20,30,0.023001
1026,20,32,0.023001
1027,20,34,0.023001
1028,20,36,0.023001
1029,20,38,0.023001
1030,20,40,0.023001
1031,20,42,0.023001
1032,20,44,0.023001
1033,20,46,0.024001
1034,20,48,0.024001
1035,20,50,0.024001
1036,20,52,0.024001
1037,20,54,0.024001
1038,20,56,0.024001
1039,20,58,0.024001
1040,20,60,0.024001
1041,20,62,0.025001000000000002
1042,20,64,0.025001000000000002
1043,20,66,0.025001000000000002
1044,20,68,0.025001000000000002
1045,20,70,0.025001000000000002
1046,20,72,0.025001000000000002
1047,20,74,0.025001000000000002
1048,20,76,0.025001000000000002
1049,20,78,0.026001000000000003
1050,20,80,0.026001000000000003
1051,20,82,0.026001000000000003
1052,20,84,0.026001000000000003
1053,20,86,0.026001000000000003
1054,20,88,0.026001000000000003
1055,20,90,0.026001000000000003
1056,20,92,0.026001000000000003
1057,20,94,0.026001000000000003
1058,20,96,0.027001
1059,20,98,0.027001
1060,20,100,0.027001
1061,20,102,0.027001
1062,20,104,0.027001
1063,20,106,0.027001
1064,20,108,0.027001
1065,20,110,0.027001
1066,20,112,0.027001
1067,20,114,0.027001
1068,20,116,0.028001
1069,20,118,0.028001
1070,20,120,0.028001
1071,20,122,0.028001
1072,20,124,0.028001
1073,20,126,0.028001
1074,20,128,0.028001
1075,20,130,0.028001
1076,20,132,0.028001
1077,20,134,0.028001
1078,20,136,0.028001
1079,20,138,0.029001000000000002
1080,20,140,0.029001000000000002
1081,20,142,0.029001000000000002
1082,20,144,0.029001000000000002
1083,20,146,0.029001000000000002
1084,20,148,0.029001000000000002
1085,20,150,0.029001000000000002
1086,20,152,0.029001000000000002
1087,20,154,0.029001000000000002
1088,20,156,0.029001000000000002
1089,20,158,0.029001000000000002
1090,20,160,0.030001
1091,20,162,0.030001
1092,20,164,0.030001
1093,20,166,0.030001
1094,20,168,0.030001
1095,20,170,0.030001
1096,20,172,0.030001
1097,20,174,0.030001
1098,20,176,0.030001
1099,20,178,0.030001
1100,20,180,0.031001
1101,20,182,0.031001
1102,20,184,0.031001
1103,20,186,0.031001
1104,20,188,0.031001
1105,20,190,0.031001
1106,20,192,0.031001
1107,20,194,0.031001
1108,20,196,0.031001
1109,20,198,0.031001
1110,20,200,0.031001
1111,22,0,0.015000999999999999
1112,22,2,0.030001
1113,22,4,0.024001
1114,22,6,0.023001
1115,22,8,0.022001
1116,22,10,0.022001
1117,22,12,0.022001
1118,22,14,0.022001
1119,22,16,0.022001
1120,22,18,0.022001
1121,22,20,0.022001
1122,22,22,0.022001
1123,22,24,0.022001
1124,22,26,0.022001
1125,22,28,0.023001
1126,22,30,0.023001
1127,22,32,0.023001
1128,22,34,0.023001
1129,22,36,0.023001
1130,22,38,0.023001
1131,22,40,0.023001
