,start_x,start_y,end_x,end_Y,top_of_magnet,y_pixel_scale
0,441,1487,440,1309,0,-1
1,444,1485,443,1311,0,-1
2,444,1487,447,1308,0,-1
3,445,1488,444,1309,0,-1
4,447,1487,444,1309,0,-1
5,445,1484,444,1308,0,-1
6,446,1486,443,1310,0,-1
7,445,1484,444,1312,0,-1
8,447,1485,445,1310,0,-1
9,444,1485,443,1308,0,-1
10,445,1482,443,1308,0,-1
11,445,1483,442,1304,0,-1
12,441,1483,443,1306,0,-1
13,441,1488,442,1316,0,-1
14,444,1489,443,1341,0,-1
15,444,1489,446,1369,0,-1
16,443,1487,440,1380,0,-1
17,443,1489,443,1365,0,-1
18,445,1481,446,1332,0,-1
19,445,1483,445,1298,0,-1
20,446,1486,446,1266,0,-1
21,446,1484,447,1243,0,-1
22,442,1486,445,1205,0,-1
23,445,1484,447,1160,0,-1
24,444,1487,447,1120,0,-1
25,442,1486,449,1092,0,-1
26,446,1487,450,893,1,-1
27,444,1490,452,885,1,-1
28,447,1490,450,887,1,-1
29,444,1484,453,892,1,-1
30,444,1486,447,914,1,-1
31,442,1485,448,1117,0,-1
32,444,1483,446,1146,0,-1
33,444,1482,450,1191,0,-1
34,445,1484,444,1249,0,-1
35,445,1484,443,1315,0,-1
36,446,1488,447,1393,0,-1
37,444,1484,443,1369,0,-1
38,445,1488,442,1298,0,-1
39,444,1487,447,1225,0,-1
40,442,1486,445,1180,0,-1
41,446,1485,447,1149,0,-1
42,448,1483,445,1134,0,-1
43,444,1485,446,1137,0,-1
44,445,1484,447,1144,0,-1
45,444,1484,448,1171,0,-1
46,446,1488,446,1201,0,-1
47,446,1485,447,1249,0,-1
48,445,1482,449,1295,0,-1
49,446,1482,445,1344,0,-1
50,445,1486,446,1373,0,-1
51,445,1484,446,1344,0,-1
52,445,1485,445,1306,0,-1
53,445,1485,444,1267,0,-1
54,442,1485,445,1242,0,-1
55,440,1486,445,1226,0,-1
56,444,1485,446,1224,0,-1
57,444,1485,445,1241,0,-1
58,443,1484,444,1268,0,-1
59,446,1485,447,1298,0,-1
60,442,1485,445,1329,0,-1
61,444,1485,444,1353,0,-1
62,443,1488,442,1345,0,-1
63,444,1485,445,1321,0,-1
64,442,1484,443,1292,0,-1
65,444,1484,443,1271,0,-1
66,444,1486,443,1258,0,-1
67,444,1486,445,1251,0,-1
68,443,1483,446,1262,0,-1
69,444,1486,446,1271,0,-1
70,444,1485,444,1298,0,-1
71,444,1484,445,1323,0,-1
72,444,1483,441,1340,0,-1
73,446,1486,445,1343,0,-1
74,444,1484,443,1329,0,-1
75,442,1486,444,1308,0,-1
76,446,1485,445,1287,0,-1
77,444,1486,449,1273,0,-1
78,445,1484,443,1274,0,-1
79,445,1483,444,1278,0,-1
80,443,1485,442,1283,0,-1
81,441,1484,442,1305,0,-1
82,444,1485,444,1315,0,-1
83,444,1487,446,1328,0,-1
84,442,1486,444,1327,0,-1
85,444,1483,443,1318,0,-1
86,442,1484,444,1309,0,-1
87,444,1484,444,1301,0,-1
88,445,1485,448,1291,0,-1
89,443,1484,446,1293,0,-1
90,445,1487,447,1296,0,-1
91,445,1482,444,1296,0,-1
92,443,1484,441,1305,0,-1
93,445,1484,442,1313,0,-1
94,443,1484,446,1317,0,-1
95,446,1483,445,1319,0,-1
96,446,1485,442,1317,0,-1
97,444,1487,448,1316,0,-1
98,441,1485,442,1310,0,-1
99,444,1483,446,1310,0,-1
100,447,1484,445,1308,0,-1
101,446,1486,445,1309,0,-1
102,440,1485,443,1312,0,-1
103,444,1484,445,1314,0,-1
104,446,1483,445,1317,0,-1
105,447,1484,446,1321,0,-1
106,443,1487,442,1325,0,-1
107,443,1483,448,1329,0,-1
108,445,1484,445,1330,0,-1
109,444,1483,445,1331,0,-1
110,442,1482,442,1333,0,-1
111,443,1488,441,1323,0,-1
112,445,1485,444,1320,0,-1
113,442,1485,447,1307,0,-1
114,445,1486,445,1282,0,-1
115,447,1486,446,1246,0,-1
116,446,1488,446,1211,0,-1
117,443,1487,449,1157,0,-1
118,445,1489,451,1110,0,-1
119,443,1487,453,881,1,-1
120,444,1484,453,841,1,-1
121,441,1487,452,793,1,-1
122,443,1487,453,753,1,-1
123,443,1485,455,747,1,-1
124,447,1481,451,766,1,-1
125,453,1467,458,814,1,-1
126,444,1481,451,902,1,-1
127,440,1496,439,1208,0,-1
128,434,1503,433,1314,0,-1
129,444,1494,440,1437,0,-1
130,427,1486,429,1373,0,-1
131,445,1498,443,1261,0,-1
132,441,1475,445,1130,0,-1
133,441,1487,449,887,1,-1
134,443,1481,447,865,1,-1
135,445,1492,448,869,1,-1
136,443,1494,451,882,1,-1
137,437,1486,449,905,1,-1
138,445,1487,450,922,1,-1
139,443,1485,445,1130,0,-1
140,443,1488,447,1158,0,-1
141,445,1484,449,1190,0,-1
142,442,1487,448,1242,0,-1
143,442,1492,450,1311,0,-1
144,440,1481,444,1355,0,-1
145,443,1491,447,1380,0,-1
146,445,1486,442,1354,0,-1
147,441,1485,444,1285,0,-1
148,441,1486,448,1249,0,-1
149,442,1487,445,1220,0,-1
150,444,1485,446,1207,0,-1
151,444,1486,445,1211,0,-1
152,445,1482,447,1221,0,-1
153,442,1486,446,1249,0,-1
154,445,1486,445,1281,0,-1
155,444,1486,443,1325,0,-1
156,448,1486,444,1356,0,-1
157,444,1487,445,1356,0,-1
158,445,1487,441,1340,0,-1
159,448,1485,444,1303,0,-1
160,444,1485,448,1272,0,-1
161,443,1486,442,1248,0,-1
162,446,1485,445,1245,0,-1
163,445,1485,448,1244,0,-1
164,446,1487,444,1257,0,-1
165,443,1486,445,1279,0,-1
166,444,1483,443,1311,0,-1
167,444,1483,447,1336,0,-1
168,445,1483,446,1349,0,-1
169,445,1486,442,1339,0,-1
170,446,1485,445,1321,0,-1
171,446,1488,446,1294,0,-1
172,446,1485,445,1279,0,-1
173,447,1485,448,1264,0,-1
174,446,1484,449,1267,0,-1
175,446,1487,445,1273,0,-1
176,448,1486,448,1287,0,-1
177,446,1485,441,1304,0,-1
178,447,1485,447,1322,0,-1
179,445,1487,445,1334,0,-1
180,445,1484,447,1332,0,-1
181,443,1488,443,1321,0,-1
182,446,1485,446,1310,0,-1
183,445,1486,446,1297,0,-1
184,447,1485,447,1291,0,-1
185,444,1484,442,1286,0,-1
186,443,1487,446,1292,0,-1
187,447,1486,445,1298,0,-1
188,449,1484,446,1308,0,-1
189,447,1484,444,1312,0,-1
190,445,1485,449,1315,0,-1
191,443,1484,443,1320,0,-1
192,443,1485,444,1316,0,-1
193,448,1483,442,1313,0,-1
194,443,1484,444,1310,0,-1
195,444,1484,441,1307,0,-1
196,446,1484,444,1306,0,-1
197,447,1483,445,1305,0,-1
198,442,1482,443,1305,0,-1
199,447,1481,447,1306,0,-1
200,441,1482,441,1302,0,-1
201,445,1479,444,1300,0,-1
202,444,1479,446,1304,0,-1
203,445,1483,445,1305,0,-1
204,443,1480,446,1307,0,-1
205,444,1478,447,1297,0,-1
206,446,1482,445,1305,0,-1
207,445,1481,444,1305,0,-1
208,443,1482,446,1304,0,-1
209,442,1480,446,1307,0,-1
210,446,1480,446,1304,0,-1
211,445,1479,444,1303,0,-1
