,start_x,start_y,end_x,end_y,top_of_magnet,y_pixel_scale
0,353,1232,359,968,1,-1
1,349,1246,356,970,1,-1
2,347,1234,355,974,1,-1
3,346,1238,355,979,1,-1
4,348,1250,356,983,1,-1
5,348,1239,354,988,1,-1
6,350,1237,356,1004,1,-1
7,354,1245,357,1013,1,-1
8,354,1240,357,1029,1,-1
9,352,1241,352,1032,1,-1
10,338,1237,340,1025,1,-1
11,333,1235,337,1019,1,-1
12,325,1235,326,992,1,-1
13,325,1236,328,975,1,-1
14,383,1188,390,816,1,-1
15,-1,-1,-1,-1,1,-1
16,345,1218,354,844,1,-1
17,346,1219,355,812,1,-1
18,347,1218,357,770,1,-1
19,347,1218,356,753,1,-1
20,347,1215,356,702,1,-1
21,350,1219,359,683,1,-1
22,353,1224,363,612,1,-1
23,350,1219,364,594,1,-1
24,349,1214,364,603,1,-1
25,351,1218,363,615,1,-1
26,351,1211,364,641,1,-1
27,351,1213,361,660,1,-1
28,353,1212,364,708,1,-1
29,352,1211,363,740,1,-1
30,353,1213,360,824,1,-1
31,357,1213,358,845,1,-1
32,352,1213,356,992,0,-1
33,353,1218,358,1038,0,-1
34,352,1224,354,1119,0,-1
35,350,1222,353,1116,0,-1
36,351,1232,351,1056,0,-1
37,352,1237,353,1014,0,-1
38,352,1242,357,869,1,-1
39,350,1240,356,849,1,-1
40,350,1243,360,794,1,-1
41,349,1240,361,768,1,-1
42,349,1230,357,732,1,-1
43,351,1224,362,720,1,-1
44,352,1235,365,705,1,-1
45,353,1235,362,696,1,-1
46,352,1233,361,703,1,-1
47,349,1232,365,710,1,-1
48,352,1233,361,740,1,-1
49,355,1231,362,758,1,-1
50,353,1231,362,827,1,-1
51,352,1231,358,840,1,-1
52,353,1235,357,947,0,-1
53,353,1237,357,978,0,-1
54,356,1233,357,1041,0,-1
55,354,1238,354,1072,0,-1
56,354,1238,355,1101,0,-1
57,354,1240,354,1101,0,-1
58,356,1240,354,1066,0,-1
59,355,1243,353,1044,0,-1
60,356,1243,361,991,0,-1
61,355,1242,360,965,0,-1
62,355,1242,361,876,1,-1
63,356,1241,360,860,1,-1
64,354,1239,364,834,1,-1
65,353,1241,361,828,1,-1
66,354,1241,363,824,1,-1
67,351,1242,357,834,1,-1
68,353,1241,361,854,1,-1
69,352,1241,358,865,1,-1
70,351,1240,356,867,1,-1
71,350,1239,354,964,0,-1
72,351,1240,352,1013,0,-1
73,351,1238,354,1033,0,-1
74,348,1239,351,1073,0,-1
75,347,1240,349,1089,0,-1
76,349,1238,348,1087,0,-1
77,350,1241,351,1074,0,-1
78,350,1240,349,1045,0,-1
79,350,1236,353,1024,0,-1
80,352,1234,353,993,0,-1
81,351,1234,354,982,0,-1
82,353,1227,358,967,0,-1
83,354,1222,360,967,0,-1
84,357,1212,360,970,0,-1
85,357,1211,361,976,0,-1
86,361,1212,363,1002,0,-1
87,357,1213,360,1016,0,-1
88,355,1212,359,1031,0,-1
89,351,1213,357,1028,0,-1
90,351,1214,351,1019,0,-1
91,346,1212,354,1012,0,-1
92,349,1211,352,973,0,-1
93,351,1214,354,955,0,-1
94,351,1222,357,912,0,-1
95,355,1220,360,837,1,-1
96,355,1223,365,776,1,-1
97,362,1224,370,751,1,-1
98,366,1222,379,682,1,-1
99,373,1218,385,649,1,-1
100,369,1207,377,624,1,-1
101,368,1188,384,629,1,-1
102,368,1233,385,636,1,-1
103,368,1230,382,637,1,-1
104,372,1240,381,658,1,-1
105,376,1240,381,675,1,-1
106,371,1235,380,718,1,-1
107,378,1235,385,761,1,-1
108,-1,-1,-1,-1,1,-1
109,399,1233,397,817,1,-1
110,-1,-1,-1,-1,1,-1
111,335,1223,346,997,1,-1
112,382,1211,385,1028,1,-1
113,394,1237,395,1039,1,-1
114,-1,-1,-1,-1,1,-1
115,367,1251,375,881,1,-1
116,363,1249,375,787,1,-1
117,366,1242,374,743,1,-1
118,366,1231,376,688,1,-1
119,365,1226,374,662,1,-1
120,365,1228,377,634,1,-1
121,368,1231,382,623,1,-1
122,365,1235,380,623,1,-1
123,369,1238,380,626,1,-1
124,368,1238,376,642,1,-1
125,366,1236,377,660,1,-1
126,366,1235,378,699,1,-1
127,366,1232,379,721,1,-1
128,365,1234,374,776,1,-1
129,367,1233,375,822,1,-1
130,369,1227,373,865,1,-1
131,369,1227,374,956,0,-1
132,371,1233,370,1032,0,-1
133,369,1223,373,1049,0,-1
134,367,1226,370,1108,0,-1
135,371,1234,372,1102,0,-1
136,367,1235,373,1061,0,-1
137,368,1235,373,1032,0,-1
138,370,1234,374,991,0,-1
139,370,1237,375,959,0,-1
140,369,1236,373,925,0,-1
141,370,1234,378,863,1,-1
142,369,1237,378,851,1,-1
143,370,1239,379,846,1,-1
144,371,1238,378,852,1,-1
145,369,1239,376,857,1,-1
146,369,1239,380,876,1,-1
147,372,1239,378,946,0,-1
148,372,1240,376,970,0,-1
149,373,1239,376,982,0,-1
150,371,1238,375,1041,0,-1
151,369,1237,377,1044,0,-1
152,370,1243,375,1076,0,-1
153,373,1242,375,1077,0,-1
154,371,1243,373,1070,0,-1
155,372,1241,373,1060,0,-1
156,372,1239,373,1036,0,-1
157,372,1243,377,1021,0,-1
158,371,1243,377,989,0,-1
159,371,1244,378,978,0,-1
160,371,1242,375,964,0,-1
161,371,1243,380,963,0,-1
162,373,1240,376,961,0,-1
163,374,1243,376,969,0,-1
164,374,1245,379,973,0,-1
165,372,1245,375,978,0,-1
166,371,1245,379,1001,0,-1
167,374,1244,378,1016,0,-1
168,371,1243,376,1048,0,-1
169,371,1241,377,1043,0,-1
170,372,1235,377,1046,0,-1
171,372,1235,375,1053,0,-1
172,373,1233,377,1053,0,-1
173,370,1234,374,1051,0,-1
174,371,1232,377,1049,0,-1
175,370,1234,374,1050,0,-1
176,370,1233,377,1023,0,-1
177,367,1233,377,1018,0,-1
178,369,1234,375,1006,0,-1
179,369,1237,375,1004,0,-1
180,370,1237,374,1009,0,-1
181,370,1235,376,1015,0,-1
182,370,1238,372,1020,0,-1
183,369,1235,372,1012,0,-1
184,370,1239,373,1025,0,-1
185,364,1242,374,1026,0,-1
186,365,1238,367,1036,0,-1
187,365,1239,369,1036,0,-1
188,362,1240,369,1042,0,-1
189,364,1243,364,1039,0,-1
190,366,1239,370,1042,0,-1
191,363,1240,365,1057,0,-1
192,362,1240,365,1054,0,-1
193,360,1241,363,1057,0,-1
194,361,1238,368,1055,0,-1
195,362,1239,364,1059,0,-1
196,361,1239,365,1036,0,-1
197,362,1239,365,1029,0,-1
198,359,1243,365,1032,0,-1
199,359,1249,365,1031,0,-1
200,357,1252,364,1033,0,-1
201,357,1251,361,1031,0,-1
