,start_x,start_y,end_x,end_y,top_of_magnet,y_pixel_scale
0,348,944,345,1150,0,-1
1,347,944,345,1151,0,-1
2,347,945,345,1151,0,-1
3,347,945,346,1152,0,-1
4,348,946,345,1152,0,-1
5,347,947,345,1153,0,-1
6,347,948,343,1154,0,-1
7,347,949,344,1155,0,-1
8,348,951,344,1157,0,-1
9,346,954,342,1158,0,-1
10,344,959,341,1159,0,-1
11,345,965,344,1163,0,-1
12,344,972,342,1161,0,-1
13,345,981,343,1161,0,-1
14,342,991,339,1155,0,-1
15,340,993,340,1150,0,-1
16,338,987,336,1142,0,-1
17,338,971,336,1135,0,-1
18,336,952,335,1128,0,-1
19,337,942,334,1129,0,-1
20,337,929,336,1128,0,-1
21,336,918,333,1127,0,-1
22,336,908,333,1129,0,-1
23,336,896,333,1128,0,-1
24,336,885,334,1129,0,-1
25,338,873,333,1127,0,-1
26,336,858,333,1129,0,-1
27,338,840,336,1128,0,-1
28,338,764,333,1130,1,-1
29,339,739,333,1130,1,-1
30,338,714,333,1129,1,-1
31,337,690,332,1132,1,-1
32,337,671,333,1131,1,-1
33,338,657,331,1132,1,-1
34,338,646,331,1134,1,-1
35,340,640,334,1132,1,-1
36,341,642,335,1131,1,-1
37,340,648,333,1131,1,-1
38,339,665,333,1132,1,-1
39,338,725,334,1138,1,-1
40,339,763,334,1143,1,-1
41,338,799,335,1149,1,-1
42,336,877,335,1151,0,-1
43,337,907,335,1154,0,-1
44,339,936,335,1155,0,-1
45,339,961,336,1159,0,-1
46,339,985,337,1159,0,-1
47,337,994,336,1160,0,-1
48,339,995,336,1160,0,-1
49,340,990,338,1160,0,-1
50,338,970,337,1156,0,-1
51,340,955,338,1156,0,-1
52,339,944,337,1156,0,-1
53,339,934,337,1155,0,-1
54,342,923,337,1157,0,-1
55,343,917,339,1157,0,-1
56,342,914,338,1154,0,-1
57,342,913,339,1157,0,-1
58,342,917,339,1158,0,-1
59,343,922,341,1157,0,-1
60,342,930,340,1159,0,-1
61,342,938,339,1158,0,-1
62,343,948,339,1159,0,-1
63,341,957,340,1159,0,-1
64,339,964,338,1160,0,-1
65,341,968,338,1161,0,-1
66,340,968,338,1161,0,-1
67,341,966,336,1160,0,-1
68,341,962,337,1159,0,-1
69,341,958,337,1157,0,-1
70,340,953,337,1157,0,-1
71,339,950,337,1159,0,-1
72,339,944,336,1157,0,-1
73,340,942,336,1158,0,-1
74,338,942,335,1158,0,-1
75,338,944,334,1157,0,-1
76,340,944,336,1158,0,-1
77,339,943,337,1158,0,-1
78,337,945,336,1157,0,-1
79,338,946,334,1156,0,-1
80,337,946,336,1156,0,-1
81,337,947,336,1158,0,-1
82,336,947,334,1156,0,-1
83,337,947,336,1156,0,-1
84,338,948,336,1158,0,-1
85,336,948,334,1159,0,-1
86,338,948,335,1158,0,-1
87,337,948,336,1159,0,-1
88,338,948,336,1160,0,-1
89,339,950,336,1157,0,-1
90,339,949,337,1159,0,-1
91,338,948,335,1160,0,-1
92,339,948,336,1160,0,-1
93,339,948,336,1159,0,-1
94,338,947,335,1159,0,-1
95,338,948,337,1157,0,-1
96,338,947,335,1156,0,-1
97,339,945,337,1156,0,-1
98,339,946,336,1156,0,-1
99,339,946,336,1155,0,-1
100,339,944,336,1155,0,-1
101,339,945,336,1153,0,-1
102,340,948,337,1155,0,-1
103,341,949,338,1152,0,-1
104,341,950,338,1151,0,-1
105,341,949,339,1152,0,-1
106,343,950,340,1149,0,-1
107,346,948,341,1148,0,-1
108,347,948,344,1145,0,-1
109,349,944,346,1141,0,-1
110,352,942,349,1141,0,-1
111,355,941,350,1137,0,-1
112,357,935,354,1135,0,-1
113,359,929,356,1134,0,-1
114,360,923,358,1133,0,-1
115,362,909,358,1134,0,-1
116,364,895,360,1136,0,-1
117,366,877,361,1136,0,-1
118,368,863,363,1139,0,-1
119,370,850,365,1141,0,-1
120,371,784,366,1148,1,-1
121,373,767,368,1152,1,-1
122,375,753,370,1159,1,-1
123,377,739,371,1165,1,-1
124,376,722,373,1171,1,-1
125,378,711,370,1174,1,-1
126,378,704,372,1187,1,-1
127,379,697,373,1189,1,-1
128,377,701,369,1188,1,-1
129,376,715,369,1188,1,-1
130,373,746,367,1186,1,-1
131,394,743,394,1143,1,-1
132,367,917,362,1195,0,-1
133,368,1050,367,1222,0,-1
134,367,1074,366,1177,0,-1
135,363,1063,364,1168,0,-1
136,-1,-1,-1,-1,0,-1
137,358,943,356,1198,0,-1
138,357,807,354,1179,1,-1
139,356,766,349,1191,1,-1
140,355,707,350,1190,1,-1
141,355,665,347,1189,1,-1
142,354,631,346,1185,1,-1
143,355,604,347,1177,1,-1
144,355,594,346,1176,1,-1
145,354,593,347,1175,1,-1
146,351,603,344,1176,1,-1
147,351,617,344,1175,1,-1
148,350,641,344,1179,1,-1
149,350,669,343,1180,1,-1
150,350,717,343,1179,1,-1
151,351,760,344,1178,1,-1
