,start_x,start_y,end_x,end_Y,top_of_magnet,y_pixel_scale
0,435,1457,439,1188,0,-1
1,437,1457,434,1187,0,-1
2,436,1455,437,1182,0,-1
3,433,1453,437,1185,0,-1
4,437,1454,436,1184,0,-1
5,437,1456,438,1185,0,-1
6,437,1458,437,1189,0,-1
7,438,1459,434,1188,0,-1
8,437,1461,437,1189,0,-1
9,435,1462,438,1191,0,-1
10,435,1458,435,1188,0,-1
11,437,1460,436,1187,0,-1
12,433,1458,436,1190,0,-1
13,433,1462,433,1193,0,-1
14,429,1468,429,1198,0,-1
15,429,1480,431,1215,0,-1
16,432,1478,432,1224,0,-1
17,439,1473,437,1242,0,-1
18,435,1474,435,1272,0,-1
19,433,1469,430,1286,0,-1
20,420,1466,419,1272,0,-1
21,404,1456,405,1243,0,-1
22,482,1387,483,1152,0,-1
23,446,1421,447,1137,0,-1
24,441,1432,443,1097,0,-1
25,439,1435,440,1061,0,-1
26,434,1431,437,1054,0,-1
27,433,1433,438,885,1,-1
28,437,1427,438,831,1,-1
29,437,1431,439,769,1,-1
30,441,1421,444,711,1,-1
31,442,1426,447,685,1,-1
32,441,1436,445,684,1,-1
33,443,1428,448,699,1,-1
34,441,1433,449,741,1,-1
35,441,1435,445,805,1,-1
36,442,1442,446,915,1,-1
37,443,1450,441,1091,0,-1
38,440,1454,438,1188,0,-1
39,437,1460,438,1308,0,-1
40,441,1459,439,1311,0,-1
41,440,1459,441,1218,0,-1
42,439,1451,445,1114,0,-1
43,443,1450,448,1067,0,-1
44,447,1441,452,922,1,-1
45,446,1436,456,895,1,-1
46,443,1436,447,899,1,-1
47,444,1435,450,906,1,-1
48,445,1433,445,932,1,-1
49,445,1433,445,960,1,-1
50,443,1435,446,1074,0,-1
51,444,1435,441,1123,0,-1
52,442,1432,440,1178,0,-1
53,445,1435,441,1229,0,-1
54,445,1434,445,1255,0,-1
55,442,1435,443,1236,0,-1
56,440,1435,445,1193,0,-1
57,445,1438,443,1149,0,-1
58,443,1439,443,1113,0,-1
59,445,1438,447,1102,0,-1
60,441,1439,449,1094,0,-1
61,443,1439,448,1096,0,-1
62,446,1438,445,1112,0,-1
63,446,1437,450,1130,0,-1
64,446,1438,446,1150,0,-1
65,448,1439,443,1169,0,-1
66,448,1442,447,1184,0,-1
67,450,1444,445,1200,0,-1
68,447,1449,445,1208,0,-1
69,450,1455,447,1215,0,-1
70,450,1460,449,1223,0,-1
71,452,1467,452,1229,0,-1
72,452,1468,452,1240,0,-1
73,455,1469,455,1252,0,-1
74,454,1466,457,1263,0,-1
75,453,1461,458,1252,0,-1
76,452,1441,449,1232,0,-1
77,446,1434,448,1209,0,-1
78,440,1431,440,1172,0,-1
79,434,1434,429,1121,0,-1
80,429,1433,429,1068,0,-1
81,428,1429,430,930,1,-1
82,433,1414,436,843,1,-1
83,-1,-1,-1,-1,1,-1
84,451,1458,459,711,1,-1
85,453,1473,465,704,1,-1
86,456,1465,463,716,1,-1
87,451,1467,467,720,1,-1
88,451,1467,460,719,1,-1
89,453,1471,464,737,1,-1
90,453,1467,461,795,1,-1
91,454,1472,463,888,1,-1
92,437,1479,441,1000,1,-1
93,450,1465,451,1131,0,-1
94,443,1472,450,1225,0,-1
95,450,1467,453,1289,0,-1
96,423,1449,418,1304,0,-1
97,450,1432,453,1253,0,-1
98,458,1464,464,1179,0,-1
99,452,1455,460,1109,0,-1
100,460,1451,467,1077,0,-1
101,457,1451,462,957,1,-1
102,462,1455,462,934,1,-1
103,460,1445,467,942,1,-1
104,462,1448,465,962,1,-1
105,458,1451,463,970,1,-1
106,462,1450,459,1082,0,-1
107,464,1451,462,1098,0,-1
108,461,1451,462,1132,0,-1
109,461,1453,462,1163,0,-1
110,463,1456,463,1202,0,-1
111,464,1454,462,1230,0,-1
112,464,1454,462,1246,0,-1
113,464,1452,460,1239,0,-1
114,464,1450,460,1214,0,-1
115,463,1452,467,1189,0,-1
116,464,1456,467,1165,0,-1
117,461,1458,468,1150,0,-1
118,464,1457,460,1138,0,-1
119,465,1456,462,1132,0,-1
120,464,1457,465,1143,0,-1
121,463,1458,464,1152,0,-1
122,460,1461,466,1172,0,-1
123,464,1457,465,1190,0,-1
124,463,1460,464,1213,0,-1
125,464,1458,463,1219,0,-1
126,462,1459,463,1219,0,-1
127,462,1458,465,1217,0,-1
128,466,1455,463,1206,0,-1
129,466,1459,463,1190,0,-1
130,463,1457,463,1184,0,-1
131,462,1458,463,1174,0,-1
132,462,1459,465,1177,0,-1
133,460,1461,464,1178,0,-1
134,463,1462,461,1178,0,-1
135,464,1460,467,1180,0,-1
136,459,1459,463,1188,0,-1
