,time(ms),V
0,0.0,0.022558593749999998
1,0.625,0.023364257812499997
2,1.25,0.022558593749999998
3,1.875,0.009667968749999999
4,2.5,0.01611328125
5,3.125,0.013696289062499999
6,3.75,0.0064453125
7,4.375,0.026586914062499998
8,5.0,0.0120849609375
9,5.625,0.013696289062499999
10,6.25,0.012890625
11,6.875,0.0104736328125
12,7.5,0.024169921875
13,8.125,0.008056640625
14,8.75,0.011279296874999999
15,9.375,0.015307617187499999
16,10.0,0.0072509765625
17,10.625,0.023364257812499997
18,11.25,0.023364257812499997
19,11.875,0.0104736328125
20,12.5,0.009667968749999999
21,13.125,0.015307617187499999
22,13.75,0.012890625
23,14.375,0.033837890625
24,15.0,0.0120849609375
25,15.625,0.011279296874999999
26,16.25,0.0088623046875
27,16.875,0.0072509765625
28,17.5,0.0104736328125
29,18.125,0.0120849609375
30,18.75,0.012890625
31,19.375,0.0201416015625
32,20.0,0.0104736328125
33,20.625,0.046728515624999994
34,21.25,0.012890625
35,21.875,0.0120849609375
36,22.5,0.017724609375
37,23.125,0.014501953125
38,23.75,0.012890625
39,24.375,0.013696289062499999
40,25.0,0.013696289062499999
41,25.625,0.0120849609375
42,26.25,0.009667968749999999
43,26.875,0.009667968749999999
44,27.5,0.024169921875
45,28.125,0.022558593749999998
46,28.75,0.0064453125
47,29.375,0.015307617187499999
48,30.0,0.02578125
49,30.625,0.012890625
50,31.25,0.013696289062499999
51,31.875,0.009667968749999999
52,32.5,0.049145507812499996
53,33.125,0.012890625
54,33.75,0.01611328125
55,34.375,0.0217529296875
56,35.0,0.011279296874999999
57,35.625,0.0120849609375
58,36.25,0.014501953125
59,36.875,0.01611328125
60,37.5,0.008056640625
61,38.125,0.014501953125
62,38.75,0.009667968749999999
63,39.375,0.0120849609375
64,40.0,0.013696289062499999
65,40.625,0.023364257812499997
66,41.25,0.014501953125
67,41.875,0.011279296874999999
68,42.5,0.0088623046875
69,43.125,0.018530273437499998
70,43.75,0.012890625
71,44.375,0.014501953125
72,45.0,0.030615234374999998
73,45.625,0.02578125
74,46.25,0.013696289062499999
75,46.875,0.009667968749999999
76,47.5,0.014501953125
77,48.125,0.015307617187499999
78,48.75,0.0064453125
79,49.375,0.011279296874999999
80,50.0,0.009667968749999999
81,50.625,0.018530273437499998
82,51.25,0.011279296874999999
83,51.875,0.011279296874999999
84,52.5,0.008056640625
85,53.125,0.0298095703125
86,53.75,0.0064453125
87,54.375,0.0201416015625
88,55.0,0.013696289062499999
89,55.625,0.013696289062499999
90,56.25,0.0249755859375
91,56.875,0.0072509765625
92,57.5,0.018530273437499998
93,58.125,0.0104736328125
94,58.75,0.0088623046875
95,59.375,0.013696289062499999
96,60.0,0.0104736328125
97,60.625,0.027392578124999997
98,61.25,0.026586914062499998
99,61.875,0.0104736328125
100,62.5,0.049951171875
101,63.125,0.0281982421875
102,63.75,0.0088623046875
103,64.375,0.015307617187499999
104,65.0,0.0120849609375
105,65.625,0.017724609375
106,66.25,0.0072509765625
107,66.875,0.019335937499999997
108,67.5,0.015307617187499999
109,68.125,0.0249755859375
110,68.75,0.011279296874999999
111,69.375,0.012890625
112,70.0,0.0104736328125
113,70.625,0.012890625
114,71.25,0.0201416015625
115,71.875,0.0322265625
116,72.5,0.022558593749999998
117,73.125,0.0072509765625
118,73.75,0.020947265625
119,74.375,0.04189453125
120,75.0,0.014501953125
121,75.625,0.009667968749999999
122,76.25,0.0072509765625
123,76.875,0.011279296874999999
124,77.5,0.013696289062499999
125,78.125,0.0072509765625
126,78.75,0.009667968749999999
127,79.375,0.012890625
128,80.0,0.008056640625
129,80.625,0.009667968749999999
130,81.25,0.009667968749999999
131,81.875,0.0120849609375
132,82.5,0.043505859375
133,83.125,0.0201416015625
134,83.75,0.0169189453125
135,84.375,0.0249755859375
136,85.0,0.009667968749999999
137,85.625,0.023364257812499997
138,86.25,0.009667968749999999
139,86.875,0.040283203125
140,87.5,0.009667968749999999
