,x_G,y_G,z_G,time(ms)
0,0.0234375,-0.046875,1.0,0.0
1,0.0,0.0078125,1.0,0.625
2,0.03125,-0.1171875,0.9765625,1.25
3,0.0234375,-0.0703125,0.984375,1.875
4,0.0234375,-0.0390625,1.0546875,2.5
5,0.0,-0.0625,0.9296875,3.125
6,0.015625,-0.0625,1.0,3.75
7,0.0078125,-0.078125,1.0,4.375
8,0.0078125,-0.0546875,0.9921875,5.0
9,0.015625,-0.0703125,0.9921875,5.625
10,0.015625,-0.0546875,1.0,6.25
11,0.0,-0.0546875,1.015625,6.875
12,0.0625,-0.0625,1.0078125,7.5
13,0.0234375,-0.03125,1.0078125,8.125
14,0.0234375,0.0,1.0078125,8.75
15,0.03125,-0.0546875,1.0,9.375
16,0.03125,-0.0625,1.0,10.0
17,0.0390625,-0.0546875,1.078125,10.625
18,0.03125,-0.0703125,1.0,11.25
19,0.03125,-0.0703125,1.0,11.875
20,0.015625,-0.0703125,1.0,12.5
21,0.0234375,-0.046875,1.0,13.125
22,0.0078125,-0.0546875,1.0078125,13.75
23,0.0390625,-0.0625,1.0,14.375
24,0.0234375,-0.0546875,0.9921875,15.0
25,0.03125,-0.03125,1.0,15.625
26,0.015625,-0.046875,1.0,16.25
27,0.0234375,-0.0546875,1.0,16.875
28,0.015625,-0.0625,1.0,17.5
29,0.0234375,-0.0859375,1.0,18.125
30,0.03125,-0.0703125,1.0078125,18.75
31,0.015625,-0.046875,1.0,19.375
32,0.03125,-0.0546875,1.0,20.0
33,0.0234375,-0.046875,1.0078125,20.625
34,0.0078125,-0.0546875,1.0,21.25
35,0.015625,-0.0625,1.0,21.875
36,0.03125,-0.0625,0.9921875,22.5
37,0.0234375,-0.0703125,1.0,23.125
38,0.015625,-0.0546875,1.0,23.75
39,0.0078125,-0.0625,1.0078125,24.375
40,0.0234375,-0.046875,1.0,25.0
41,0.0,-0.046875,1.0,25.625
42,0.015625,-0.046875,0.984375,26.25
43,0.0234375,-0.0625,1.0,26.875
44,0.03125,-0.0625,1.0,27.5
45,0.015625,-0.0546875,1.0,28.125
46,0.0234375,-0.0625,1.0,28.75
47,0.015625,-0.046875,1.0,29.375
48,0.0078125,-0.046875,0.984375,30.0
49,0.0234375,-0.0703125,1.0,30.625
50,0.0,-0.0546875,1.0,31.25
51,0.015625,-0.0625,1.0,31.875
52,0.0,-0.0390625,1.0,32.5
53,0.0,-0.046875,0.9921875,33.125
54,0.015625,-0.0546875,1.0,33.75
55,0.0078125,-0.0546875,1.0,34.375
56,0.015625,-0.0546875,1.0,35.0
57,0.0234375,-0.0703125,1.0,35.625
58,0.0234375,-0.0546875,1.0,36.25
59,0.0078125,-0.0546875,1.0,36.875
