,x_G,y_G,z_G,time(ms)
174,0.0546875,-0.0625,0.9921875,108.75
175,0.0546875,-0.0546875,1.0,109.375
176,0.0546875,-0.0703125,1.0,110.0
177,0.0703125,-0.046875,1.0,110.625
178,0.0625,-0.0625,1.0,111.25
179,0.0625,-0.0625,1.0,111.875
180,0.0703125,-0.0390625,1.0,112.5
181,0.0625,-0.0625,1.0,113.125
182,0.0546875,-0.046875,1.0078125,113.75
183,0.0546875,-0.0703125,1.0,114.375
184,0.03125,-0.046875,1.0,115.0
185,0.078125,-0.078125,1.0,115.625
186,0.0625,-0.0546875,1.0,116.25
187,0.0546875,-0.0625,1.0,116.875
188,0.0625,-0.0546875,1.0,117.5
189,0.046875,-0.046875,1.0,118.125
190,0.0390625,-0.0625,1.0,118.75
191,0.046875,-0.078125,1.0,119.375
192,0.0703125,-0.078125,1.0,120.0
193,0.0703125,-0.0625,0.9921875,120.625
194,0.046875,-0.0703125,1.0,121.25
195,0.0546875,-0.0625,1.0,121.875
196,0.046875,-0.0234375,1.0078125,122.5
197,0.078125,-0.0546875,1.0078125,123.125
198,0.0625,-0.0703125,1.015625,123.75
199,0.0546875,-0.0703125,0.9921875,124.375
200,0.0546875,-0.0546875,1.0,125.0
201,0.0625,-0.0703125,1.0,125.625
202,0.0390625,-0.0625,1.0,126.25
203,0.0390625,-0.046875,1.0,126.875
204,0.0546875,-0.0703125,1.0,127.5
205,0.0703125,-0.0703125,1.0,128.125
206,0.0546875,-0.0625,1.015625,128.75
207,0.0546875,-0.046875,1.0,129.375
208,0.0390625,-0.0625,1.015625,130.0
209,0.03125,-0.0625,1.0,130.625
210,0.0546875,-0.0703125,1.0,131.25
211,0.046875,-0.0625,1.0078125,131.875
212,0.046875,-0.0625,1.0078125,132.5
213,0.0546875,-0.046875,1.015625,133.125
214,0.0625,-0.078125,0.9921875,133.75
215,0.046875,-0.0546875,1.015625,134.375
216,0.0390625,-0.0625,1.0,135.0
217,0.046875,-0.078125,1.0,135.625
218,0.0703125,-0.0625,1.0234375,136.25
219,0.0390625,-0.0703125,1.0078125,136.875
220,0.0625,-0.078125,1.0,137.5
221,0.03125,-0.0625,1.0,138.125
222,0.046875,-0.0625,1.0,138.75
223,0.046875,-0.0390625,1.0,139.375
224,0.046875,-0.0546875,1.0,140.0
225,0.046875,-0.0625,1.0,140.625
226,0.046875,-0.0546875,1.015625,141.25
227,0.0546875,-0.078125,1.015625,141.875
228,0.046875,-0.046875,1.0,142.5
229,0.0546875,-0.0546875,0.9921875,143.125
230,0.0390625,-0.09375,1.0,143.75
231,0.0390625,-0.046875,1.0078125,144.375
232,0.046875,-0.0859375,1.0,145.0
233,0.0390625,-0.046875,1.0,145.625
234,0.046875,-0.0546875,1.0,146.25
235,0.0390625,-0.046875,1.0078125,146.875
236,0.046875,-0.0703125,1.0,147.5
237,0.0390625,-0.0625,1.0078125,148.125
238,0.0234375,-0.0703125,1.0,148.75
239,0.046875,-0.046875,0.9921875,149.375
240,0.046875,-0.0703125,1.015625,150.0
241,0.046875,-0.0625,1.0,150.625
242,0.046875,-0.0625,1.0,151.25
243,0.03125,-0.0546875,1.0,151.875
244,0.0390625,-0.0546875,1.0078125,152.5
245,0.046875,-0.0625,1.0234375,153.125
246,0.03125,-0.0625,0.984375,153.75
247,0.046875,-0.0546875,1.015625,154.375
248,0.046875,-0.0546875,1.0078125,155.0
249,0.0234375,-0.046875,1.0,155.625
250,0.03125,-0.0546875,0.9921875,156.25
251,0.0390625,-0.0546875,1.0,156.875
252,0.046875,-0.0546875,1.0,157.5
253,0.0234375,-0.0625,1.0078125,158.125
254,0.0234375,-0.0625,1.0078125,158.75
255,0.0234375,-0.0546875,1.0,159.375
256,0.0390625,-0.0703125,1.0,160.0
257,0.0234375,-0.0546875,1.0,160.625
258,0.03125,-0.0625,1.0,161.25
259,0.046875,-0.046875,0.984375,161.875
260,0.03125,-0.0703125,1.0,162.5
261,0.046875,-0.0546875,0.984375,163.125
262,0.03125,-0.0703125,1.015625,163.75
263,0.015625,-0.0546875,1.0234375,164.375
264,0.03125,-0.0546875,1.0,165.0
265,0.046875,-0.0859375,0.9921875,165.625
266,0.046875,-0.0703125,1.0,166.25
267,0.0390625,-0.078125,1.0078125,166.875
268,0.0546875,-0.078125,1.0,167.5
269,0.0390625,-0.0625,1.0078125,168.125
270,0.03125,-0.0703125,0.9765625,168.75
271,0.0546875,-0.0703125,0.984375,169.375
272,0.0546875,-0.0703125,1.0234375,170.0
273,0.03125,-0.0546875,1.0,170.625
274,0.0390625,-0.0703125,0.9921875,171.25
275,0.0546875,-0.0703125,1.0078125,171.875
276,0.046875,-0.0625,0.9921875,172.5
277,0.046875,-0.0625,1.0,173.125
278,0.0234375,-0.046875,1.0,173.75
279,0.0234375,-0.046875,1.0,174.375
280,0.0234375,-0.0546875,1.0,175.0
281,0.03125,-0.0703125,1.0,175.625
282,0.046875,-0.0703125,1.0390625,176.25
283,0.046875,-0.03125,0.9921875,176.875
284,0.0234375,-0.0625,1.0078125,177.5
285,0.0234375,-0.0546875,0.9921875,178.125
286,0.0234375,-0.0546875,1.0078125,178.75
287,0.0390625,-0.0546875,1.015625,179.375
288,0.0625,-0.0625,1.0,180.0
289,0.03125,-0.0625,1.0,180.625
290,0.0546875,-0.046875,1.0,181.25
291,0.03125,-0.046875,0.9765625,181.875
292,0.0625,-0.09375,1.0,182.5
293,0.046875,-0.0703125,1.015625,183.125
294,0.0390625,-0.0703125,1.015625,183.75
295,0.0390625,-0.0625,1.0,184.375
296,0.03125,-0.0625,1.0,185.0
297,0.0234375,-0.0546875,0.9921875,185.625
298,0.046875,-0.03125,0.9921875,186.25
299,0.046875,-0.0703125,1.0,186.875
300,0.0546875,-0.0546875,0.9921875,187.5
301,0.0234375,-0.0625,1.015625,188.125
302,0.0546875,-0.0546875,1.0,188.75
303,0.0390625,-0.0625,0.984375,189.375
304,0.0390625,-0.0390625,1.0,190.0
305,0.03125,-0.0703125,0.9921875,190.625
306,0.0234375,-0.0546875,1.0,191.25
307,0.0234375,-0.046875,1.0234375,191.875
308,0.0390625,-0.0546875,0.984375,192.5
309,0.0390625,-0.046875,0.9921875,193.125
310,0.03125,-0.0625,0.984375,193.75
311,0.03125,-0.0546875,0.9921875,194.375
312,0.03125,-0.0625,1.0078125,195.0
313,0.0546875,-0.0703125,0.9921875,195.625
314,0.0234375,-0.0625,1.0,196.25
315,0.0625,-0.0625,0.984375,196.875
316,0.015625,-0.046875,1.0078125,197.5
317,0.0234375,-0.03125,0.984375,198.125
318,0.03125,-0.0703125,1.0,198.75
319,0.03125,-0.0625,1.0,199.375
320,0.0234375,-0.0625,1.0078125,200.0
321,0.0390625,-0.0703125,0.984375,200.625
322,0.0234375,-0.0625,1.0,201.25
323,0.0234375,-0.0703125,0.984375,201.875
324,0.046875,-0.0703125,0.9921875,202.5
325,0.0390625,-0.0703125,0.9765625,203.125
326,0.0390625,-0.0546875,0.9921875,203.75
327,0.03125,-0.0625,0.984375,204.375
328,0.0625,-0.078125,1.0,205.0
329,0.015625,-0.0546875,0.9921875,205.625
330,0.0078125,-0.0546875,0.9921875,206.25
331,0.03125,-0.078125,1.015625,206.875
332,0.0546875,-0.0703125,0.984375,207.5
333,0.0234375,-0.0625,1.015625,208.125
334,0.046875,-0.0703125,0.9765625,208.75
335,0.0390625,-0.0703125,0.9921875,209.375
336,0.0234375,-0.0703125,1.0,210.0
337,0.046875,-0.0546875,0.9921875,210.625
338,0.046875,-0.0703125,1.0,211.25
339,0.015625,-0.046875,0.9921875,211.875
340,0.0546875,-0.0703125,1.0078125,212.5
341,0.0703125,-0.078125,0.9921875,213.125
342,0.0234375,-0.0390625,1.0078125,213.75
343,0.03125,-0.046875,1.0,214.375
344,0.0234375,-0.09375,0.9921875,215.0
345,0.03125,-0.0625,0.984375,215.625
346,0.03125,-0.078125,1.046875,216.25
347,0.03125,-0.0625,0.9609375,216.875
348,0.03125,-0.0546875,0.96875,217.5
349,0.0546875,-0.0625,1.0,218.125
350,0.0390625,-0.0546875,1.0,218.75
351,0.046875,-0.0703125,0.96875,219.375
352,0.046875,-0.0625,1.0,220.0
353,0.03125,-0.0625,1.0,220.625
354,0.1015625,-0.078125,1.0,221.25
355,0.0390625,-0.0703125,1.0,221.875
356,0.015625,-0.03125,1.0,222.5
357,0.046875,-0.1171875,1.0,223.125
358,0.046875,-0.0703125,1.0078125,223.75
359,0.046875,-0.09375,1.03125,224.375
360,0.046875,-0.0703125,0.9921875,225.0
361,0.0546875,-0.1015625,0.9140625,225.625
362,0.0390625,-0.0859375,1.0,226.25
363,0.0546875,-0.078125,0.96875,226.875
364,0.046875,-0.0859375,0.9921875,227.5
365,0.03125,-0.0625,1.0078125,228.125
366,0.0390625,-0.0703125,0.96875,228.75
367,0.0625,-0.078125,1.0,229.375
368,0.09375,-0.109375,1.0,230.0
369,0.03125,-0.03125,1.0,230.625
370,0.03125,-0.0859375,1.0,231.25
371,0.015625,-0.109375,1.0,231.875
372,0.03125,-0.0859375,1.046875,232.5
373,0.03125,-0.0859375,0.9921875,233.125
374,0.0234375,-0.0859375,0.953125,233.75
375,0.046875,-0.09375,0.9921875,234.375
376,0.0390625,-0.0859375,1.0,235.0
377,0.046875,-0.0703125,0.9921875,235.625
378,0.0234375,-0.0703125,0.984375,236.25
379,0.03125,-0.078125,1.0,236.875
380,0.0859375,-0.09375,0.984375,237.5
381,0.1171875,-0.09375,0.9609375,238.125
382,0.0,-0.0546875,1.0,238.75
383,0.078125,-0.0859375,0.9921875,239.375
384,0.0625,-0.1640625,0.953125,240.0
385,0.046875,-0.1015625,1.0546875,240.625
386,0.0234375,-0.09375,1.0,241.25
387,0.046875,-0.078125,0.90625,241.875
388,0.015625,-0.0859375,0.9921875,242.5
389,0.0234375,-0.078125,1.0078125,243.125
390,0.046875,-0.078125,1.0,243.75
391,0.0390625,-0.09375,1.0,244.375
392,0.0390625,-0.0859375,1.0,245.0
393,0.0859375,-0.078125,0.9921875,245.625
394,0.0859375,-0.109375,1.015625,246.25
395,0.03125,-0.0625,0.9921875,246.875
396,0.0546875,-0.1015625,1.015625,247.5
397,0.0390625,-0.0859375,1.0,248.125
398,0.046875,-0.0703125,1.03125,248.75
399,0.0546875,-0.078125,1.09375,249.375
400,0.0546875,-0.09375,1.0078125,250.0
401,0.0390625,-0.0859375,1.0,250.625
402,0.0390625,-0.0859375,0.9921875,251.25
403,0.0390625,-0.0703125,0.984375,251.875
404,0.046875,-0.125,0.9921875,252.5
405,0.0625,-0.1015625,0.9921875,253.125
406,0.046875,-0.109375,0.9921875,253.75
407,0.0390625,-0.078125,0.9921875,254.375
408,0.0546875,-0.0859375,1.0,255.0
409,0.0390625,-0.1015625,1.0,255.625
410,0.0546875,-0.1015625,0.9921875,256.25
411,0.0546875,-0.0703125,1.0,256.875
412,0.046875,-0.1015625,1.0,257.5
413,0.046875,-0.09375,1.0,258.125
414,0.0625,-0.0859375,1.015625,258.75
415,0.0546875,-0.1015625,0.9921875,259.375
416,0.046875,-0.0703125,1.0,260.0
417,0.03125,-0.078125,0.9921875,260.625
418,0.0625,-0.0859375,0.9765625,261.25
419,0.078125,-0.1015625,0.9609375,261.875
420,0.046875,-0.0859375,0.984375,262.5
421,0.03125,-0.09375,0.9921875,263.125
422,0.0625,-0.1015625,1.0,263.75
423,0.03125,-0.09375,0.9765625,264.375
424,0.046875,-0.09375,1.0,265.0
425,0.046875,-0.0859375,0.9921875,265.625
426,0.0390625,-0.0703125,1.0,266.25
427,0.046875,-0.09375,0.9765625,266.875
428,0.046875,-0.1015625,1.0,267.5
429,0.0703125,-0.09375,1.0,268.125
430,0.0546875,-0.1015625,1.0,268.75
431,0.03125,-0.0859375,1.0078125,269.375
432,0.03125,-0.0703125,1.0,270.0
433,0.0546875,-0.109375,0.9921875,270.625
434,0.046875,-0.078125,0.9921875,271.25
435,0.046875,-0.0859375,1.0,271.875
436,0.03125,-0.09375,1.0,272.5
437,0.03125,-0.1015625,0.9921875,273.125
438,0.0390625,-0.09375,0.9921875,273.75
439,0.0546875,-0.09375,1.0,274.375
440,0.0390625,-0.078125,1.0,275.0
441,0.046875,-0.09375,1.0,275.625
442,0.03125,-0.09375,1.0,276.25
443,0.03125,-0.09375,1.0,276.875
444,0.03125,-0.078125,1.0,277.5
445,0.03125,-0.0859375,0.9765625,278.125
446,0.046875,-0.0859375,0.984375,278.75
447,0.046875,-0.078125,1.015625,279.375
448,0.03125,-0.0859375,0.9921875,280.0
449,0.0390625,-0.09375,1.0,280.625
450,0.046875,-0.09375,1.0,281.25
451,0.03125,-0.0703125,0.9921875,281.875
452,0.0625,-0.1015625,1.0,282.5
453,0.0625,-0.1015625,0.9921875,283.125
454,0.046875,-0.1015625,1.0,283.75
455,0.0546875,-0.1015625,1.0,284.375
456,0.046875,-0.109375,1.0,285.0
457,0.03125,-0.078125,0.984375,285.625
458,0.046875,-0.109375,1.0,286.25
459,0.0625,-0.1015625,1.0,286.875
460,0.0703125,-0.109375,1.0,287.5
461,0.0546875,-0.078125,1.0,288.125
462,0.0390625,-0.0859375,1.0078125,288.75
463,0.0390625,-0.078125,1.0078125,289.375
464,0.046875,-0.0703125,1.0,290.0
465,0.0546875,-0.09375,0.984375,290.625
466,0.046875,-0.078125,1.0078125,291.25
467,0.03125,-0.0859375,1.0,291.875
468,0.0390625,-0.09375,1.0,292.5
469,0.0390625,-0.0859375,1.0,293.125
470,0.046875,-0.1015625,1.0,293.75
471,0.0390625,-0.0859375,1.0,294.375
472,0.0546875,-0.09375,1.0,295.0
473,0.0234375,-0.09375,1.0,295.625
474,0.0390625,-0.078125,1.0078125,296.25
475,0.03125,-0.0859375,1.0,296.875
476,0.046875,-0.1015625,1.0078125,297.5
477,0.0546875,-0.1015625,1.0,298.125
478,0.046875,-0.078125,1.0,298.75
479,0.0390625,-0.078125,1.0078125,299.375
480,0.046875,-0.0859375,1.0,300.0
481,0.0625,-0.09375,1.0078125,300.625
482,0.015625,-0.1015625,1.0234375,301.25
483,0.03125,-0.1015625,0.984375,301.875
484,0.0234375,-0.0859375,1.0,302.5
485,0.015625,-0.0703125,1.0078125,303.125
486,0.03125,-0.078125,1.0078125,303.75
487,0.0546875,-0.078125,1.0,304.375
488,0.03125,-0.0859375,1.0,305.0
489,0.046875,-0.09375,0.984375,305.625
490,0.0234375,-0.1015625,1.0,306.25
491,0.03125,-0.1015625,1.0,306.875
492,0.046875,-0.078125,1.0078125,307.5
493,0.0625,-0.09375,1.0,308.125
494,0.0234375,-0.0546875,1.0,308.75
495,0.03125,-0.0625,1.0,309.375
496,0.0234375,-0.0703125,1.015625,310.0
497,0.0234375,-0.0859375,1.0234375,310.625
498,0.046875,-0.078125,1.0,311.25
499,0.0546875,-0.078125,1.0,311.875
500,0.046875,-0.0625,1.0078125,312.5
501,0.0390625,-0.0703125,1.0078125,313.125
502,0.03125,-0.0859375,1.015625,313.75
503,0.046875,-0.0859375,1.0,314.375
504,0.03125,-0.0859375,1.015625,315.0
505,0.046875,-0.0625,1.0,315.625
506,0.046875,-0.0703125,1.0,316.25
507,0.0390625,-0.0859375,1.0,316.875
508,0.03125,-0.078125,1.0,317.5
509,0.0546875,-0.0859375,1.0,318.125
510,0.015625,-0.0546875,1.0234375,318.75
511,0.046875,-0.09375,1.0,319.375
512,0.0546875,-0.0859375,1.0234375,320.0
513,0.0546875,-0.09375,1.0078125,320.625
514,0.03125,-0.0859375,1.0078125,321.25
515,0.0234375,-0.0703125,1.0078125,321.875
516,0.046875,-0.0859375,1.0234375,322.5
517,0.046875,-0.1015625,1.0,323.125
518,0.046875,-0.0625,1.0078125,323.75
519,0.046875,-0.0625,1.0,324.375
520,0.0390625,-0.09375,1.0,325.0
521,0.0390625,-0.0703125,1.0,325.625
522,0.03125,-0.0859375,1.0078125,326.25
523,0.015625,-0.0625,1.0,326.875
524,0.046875,-0.0859375,1.0,327.5
525,0.0546875,-0.078125,0.9921875,328.125
526,0.0390625,-0.09375,0.9921875,328.75
527,0.046875,-0.0703125,1.0,329.375
528,0.03125,-0.0859375,1.0,330.0
529,0.0390625,-0.0703125,1.0078125,330.625
530,0.0234375,-0.09375,1.0,331.25
531,0.0546875,-0.0703125,1.0,331.875
532,0.046875,-0.0703125,1.0234375,332.5
533,0.0234375,-0.0703125,1.0,333.125
534,0.03125,-0.0859375,0.9921875,333.75
535,0.0,-0.078125,0.9921875,334.375
536,0.015625,-0.078125,1.0,335.0
537,0.0390625,-0.09375,0.984375,335.625
538,0.015625,-0.0859375,1.0,336.25
539,0.0390625,-0.078125,0.9921875,336.875
540,0.03125,-0.078125,1.0,337.5
541,0.015625,-0.0859375,1.0,338.125
542,0.015625,-0.0859375,1.0,338.75
543,0.015625,-0.1015625,1.0,339.375
544,0.0078125,-0.0703125,1.0,340.0
545,0.0,-0.0703125,1.0078125,340.625
546,0.0078125,-0.0859375,0.984375,341.25
547,0.015625,-0.09375,1.0,341.875
548,0.0,-0.0703125,1.0,342.5
549,0.0,-0.078125,1.0,343.125
550,0.015625,-0.09375,1.0,343.75
551,0.015625,-0.0859375,1.0,344.375
552,0.0078125,-0.0625,1.0,345.0
553,0.0078125,-0.0625,1.0,345.625
554,0.0,-0.0703125,0.9765625,346.25
555,0.0,-0.078125,1.0,346.875
556,0.0,-0.0625,1.0,347.5
557,0.0,-0.078125,1.0,348.125
558,0.0078125,-0.078125,1.0,348.75
559,0.0234375,-0.078125,1.0,349.375
560,0.015625,-0.09375,1.0,350.0
561,0.0,-0.078125,0.9921875,350.625
562,0.0,-0.0703125,1.0,351.25
563,0.0,-0.0546875,1.0,351.875
564,0.015625,-0.078125,1.0,352.5
565,0.0,-0.078125,1.0,353.125
566,0.015625,-0.078125,0.9921875,353.75
567,0.015625,-0.0703125,1.0078125,354.375
568,0.0,-0.078125,1.0,355.0
569,0.0,-0.0625,1.0,355.625
570,0.0,-0.078125,1.0078125,356.25
571,0.0,-0.0859375,1.0,356.875
572,0.015625,-0.109375,1.0,357.5
573,0.0,-0.09375,1.0,358.125
574,0.0078125,-0.109375,1.0,358.75
575,0.0,-0.0703125,1.0078125,359.375
576,0.015625,-0.0625,0.9921875,360.0
577,0.0078125,-0.1015625,1.0078125,360.625
578,0.0,-0.0625,0.9921875,361.25
579,0.0,-0.0859375,1.0078125,361.875
580,0.0,-0.078125,1.0078125,362.5
581,0.0,-0.078125,1.0,363.125
582,0.0,-0.0859375,0.984375,363.75
583,0.0,-0.0703125,1.0,364.375
584,-0.0234375,-0.0546875,1.0,365.0
585,0.015625,-0.1015625,1.0,365.625
586,-0.015625,-0.0703125,0.9921875,366.25
587,0.0,-0.0625,0.9921875,366.875
588,0.0,-0.078125,0.984375,367.5
589,0.0,-0.0625,1.0078125,368.125
590,0.015625,-0.0703125,1.0,368.75
591,0.0,-0.0546875,0.9765625,369.375
592,0.015625,-0.0859375,0.9921875,370.0
593,0.015625,-0.0625,1.0,370.625
594,0.0078125,-0.0625,1.0,371.25
595,0.0,-0.078125,1.0,371.875
596,0.0,-0.0625,1.0,372.5
597,0.0078125,-0.078125,1.0078125,373.125
598,0.015625,-0.078125,1.0,373.75
599,0.03125,-0.0703125,1.0,374.375
600,0.0,-0.0625,1.015625,375.0
601,0.0,-0.078125,1.0078125,375.625
602,0.0,-0.0546875,1.015625,376.25
603,0.015625,-0.0625,1.0078125,376.875
604,0.0078125,-0.046875,1.0234375,377.5
605,0.015625,-0.046875,1.0234375,378.125
606,0.015625,-0.0546875,1.0390625,378.75
607,0.0234375,-0.0390625,1.0390625,379.375
608,0.03125,-0.0625,1.0390625,380.0
609,0.0390625,-0.0703125,1.03125,380.625
610,0.03125,-0.0625,1.0234375,381.25
611,0.046875,-0.0625,1.0,381.875
612,0.03125,-0.0859375,1.0078125,382.5
613,0.0234375,-0.0703125,1.0,383.125
