,n_z,n_w,optimal_spacing_mm
260,4,116,0.022001
261,4,118,0.022001
262,4,120,0.022001
263,4,122,0.022001
264,4,124,0.022001
265,4,126,0.022001
266,4,128,0.021001000000000002
267,4,130,0.021001000000000002
268,4,132,0.021001000000000002
269,4,134,0.021001000000000002
270,4,136,0.021001000000000002
271,4,138,0.021001000000000002
272,4,140,0.021001000000000002
273,4,142,0.021001000000000002
274,4,144,0.021001000000000002
275,4,146,0.021001000000000002
276,4,148,0.021001000000000002
277,4,150,0.021001000000000002
278,4,152,0.020001
279,4,154,0.021001000000000002
280,4,156,0.021001000000000002
281,4,158,0.021001000000000002
282,4,160,0.021001000000000002
283,4,162,0.022001
284,4,164,0.023001
285,4,166,0.024001
286,4,168,0.026001000000000003
287,4,170,0.026001000000000003
288,4,172,0.027001
289,4,174,0.027001
290,4,176,0.027001
291,4,178,0.027001
292,4,180,0.027001
293,4,182,0.027001
294,4,184,0.027001
295,4,186,0.027001
296,4,188,0.027001
297,4,190,0.027001
298,4,192,0.027001
299,4,194,0.027001
300,4,196,0.027001
301,4,198,0.027001
302,4,200,0.027001
303,6,0,0.009001
304,6,2,0.008001
305,6,4,0.008001
306,6,6,0.022001
307,6,8,0.019001
308,6,10,0.017001000000000002
309,6,12,0.015000999999999999
310,6,14,0.014001
311,6,16,0.014001
312,6,18,0.013001
313,6,20,0.013001
314,6,22,0.013001
315,6,24,0.013001
316,6,26,0.013001
317,6,28,0.013001
318,6,30,0.012001
319,6,32,0.012001
320,6,34,0.012001
321,6,36,0.013001
322,6,38,0.013001
323,6,40,0.013001
324,6,42,0.013001
325,6,44,0.013001
326,6,46,0.013001
327,6,48,0.013001
328,6,50,0.013001
329,6,52,0.014001
330,6,54,0.014001
331,6,56,0.015000999999999999
332,6,58,0.015000999999999999
333,6,60,0.016001
334,6,62,0.018001000000000003
335,6,64,0.020001
336,6,66,0.020001
337,6,68,0.021001000000000002
338,6,70,0.021001000000000002
339,6,72,0.021001000000000002
340,6,74,0.021001000000000002
341,6,76,0.021001000000000002
342,6,78,0.021001000000000002
343,6,80,0.021001000000000002
344,6,82,0.021001000000000002
345,6,84,0.022001
346,6,86,0.022001
347,6,88,0.022001
348,6,90,0.022001
349,6,92,0.022001
350,6,94,0.022001
351,6,96,0.022001
352,6,98,0.022001
353,6,100,0.022001
354,6,102,0.022001
355,6,104,0.022001
356,6,106,0.022001
357,6,108,0.022001
358,6,110,0.022001
359,6,112,0.022001
360,6,114,0.022001
361,6,116,0.022001
362,6,118,0.022001
363,6,120,0.022001
364,6,122,0.021001000000000002
365,6,124,0.021001000000000002
366,6,126,0.021001000000000002
367,6,128,0.021001000000000002
368,6,130,0.021001000000000002
369,6,132,0.021001000000000002
370,6,134,0.021001000000000002
371,6,136,0.021001000000000002
372,6,138,0.021001000000000002
373,6,140,0.021001000000000002
374,6,142,0.021001000000000002
375,6,144,0.021001000000000002
376,6,146,0.021001000000000002
377,6,148,0.021001000000000002
378,6,150,0.021001000000000002
379,6,152,0.021001000000000002
380,6,154,0.022001
381,6,156,0.022001
382,6,158,0.022001
383,6,160,0.022001
384,6,162,0.023001
385,6,164,0.023001
386,6,166,0.024001
387,6,168,0.024001
388,6,170,0.025001000000000002
389,6,172,0.025001000000000002
390,6,174,0.026001000000000003
391,6,176,0.026001000000000003
392,6,178,0.026001000000000003
393,6,180,0.026001000000000003
394,6,182,0.027001
395,6,184,0.027001
396,6,186,0.027001
397,6,188,0.027001
398,6,190,0.027001
399,6,192,0.027001
400,6,194,0.027001
401,6,196,0.027001
402,6,198,0.027001
403,6,200,0.027001
404,8,0,0.009001
405,8,2,0.009001
406,8,4,0.008001
407,8,6,0.022001
408,8,8,0.018001000000000003
409,8,10,0.016001
410,8,12,0.015000999999999999
411,8,14,0.015000999999999999
412,8,16,0.014001
413,8,18,0.014001
414,8,20,0.013001
415,8,22,0.013001
416,8,24,0.013001
417,8,26,0.013001
418,8,28,0.013001
419,8,30,0.013001
420,8,32,0.013001
421,8,34,0.013001
422,8,36,0.013001
423,8,38,0.013001
424,8,40,0.013001
425,8,42,0.014001
426,8,44,0.014001
427,8,46,0.014001
428,8,48,0.014001
429,8,50,0.014001
430,8,52,0.015000999999999999
431,8,54,0.015000999999999999
432,8,56,0.016001
433,8,58,0.016001
434,8,60,0.017001000000000002
435,8,62,0.017001000000000002
436,8,64,0.018001000000000003
437,8,66,0.019001
438,8,68,0.019001
439,8,70,0.020001
440,8,72,0.020001
441,8,74,0.020001
442,8,76,0.020001
443,8,78,0.020001
444,8,80,0.021001000000000002
445,8,82,0.021001000000000002
446,8,84,0.021001000000000002
447,8,86,0.021001000000000002
448,8,88,0.021001000000000002
449,8,90,0.021001000000000002
450,8,92,0.021001000000000002
451,8,94,0.021001000000000002
452,8,96,0.021001000000000002
453,8,98,0.021001000000000002
454,8,100,0.021001000000000002
455,8,102,0.021001000000000002
456,8,104,0.021001000000000002
457,8,106,0.021001000000000002
458,8,108,0.021001000000000002
459,8,110,0.021001000000000002
460,8,112,0.021001000000000002
461,8,114,0.021001000000000002
462,8,116,0.021001000000000002
463,8,118,0.021001000000000002
464,8,120,0.021001000000000002
465,8,122,0.021001000000000002
466,8,124,0.021001000000000002
467,8,126,0.021001000000000002
468,8,128,0.021001000000000002
469,8,130,0.021001000000000002
470,8,132,0.021001000000000002
471,8,134,0.021001000000000002
472,8,136,0.021001000000000002
473,8,138,0.021001000000000002
474,8,140,0.021001000000000002
475,8,142,0.022001
476,8,144,0.022001
477,8,146,0.022001
478,8,148,0.022001
479,8,150,0.022001
480,8,152,0.022001
481,8,154,0.022001
482,8,156,0.022001
483,8,158,0.022001
484,8,160,0.023001
485,8,162,0.023001
486,8,164,0.023001
487,8,166,0.024001
488,8,168,0.024001
489,8,170,0.024001
490,8,172,0.025001000000000002
491,8,174,0.025001000000000002
492,8,176,0.025001000000000002
493,8,178,0.026001000000000003
494,8,180,0.026001000000000003
495,8,182,0.026001000000000003
496,8,184,0.026001000000000003
497,8,186,0.026001000000000003
498,8,188,0.026001000000000003
499,8,190,0.026001000000000003
500,8,192,0.027001
501,8,194,0.027001
502,8,196,0.027001
503,8,198,0.027001
504,8,200,0.027001
505,10,0,0.009001
506,10,2,0.009001
507,10,4,0.025001000000000002
508,10,6,0.021001000000000002
509,10,8,0.018001000000000003
510,10,10,0.016001
511,10,12,0.015000999999999999
512,10,14,0.015000999999999999
513,10,16,0.014001
514,10,18,0.014001
515,10,20,0.014001
516,10,22,0.014001
517,10,24,0.014001
518,10,26,0.014001
519,10,28,0.014001
520,10,30,0.014001
521,10,32,0.014001
522,10,34,0.014001
523,10,36,0.014001
524,10,38,0.014001
525,10,40,0.014001
526,10,42,0.014001
527,10,44,0.014001
528,10,46,0.015000999999999999
529,10,48,0.015000999999999999
530,10,50,0.015000999999999999
531,10,52,0.015000999999999999
532,10,54,0.016001
533,10,56,0.016001
534,10,58,0.016001
535,10,60,0.017001000000000002
536,10,62,0.017001000000000002
537,10,64,0.018001000000000003
538,10,66,0.018001000000000003
539,10,68,0.019001
540,10,70,0.019001
541,10,72,0.019001
542,10,74,0.019001
543,10,76,0.020001
544,10,78,0.020001
545,10,80,0.020001
546,10,82,0.020001
547,10,84,0.020001
548,10,86,0.020001
549,10,88,0.021001000000000002
550,10,90,0.021001000000000002
551,10,92,0.021001000000000002
552,10,94,0.021001000000000002
553,10,96,0.021001000000000002
554,10,98,0.021001000000000002
555,10,100,0.021001000000000002
556,10,102,0.021001000000000002
557,10,104,0.021001000000000002
558,10,106,0.021001000000000002
559,10,108,0.021001000000000002
560,10,110,0.021001000000000002
561,10,112,0.021001000000000002
562,10,114,0.021001000000000002
563,10,116,0.021001000000000002
564,10,118,0.021001000000000002
565,10,120,0.021001000000000002
566,10,122,0.021001000000000002
567,10,124,0.021001000000000002
568,10,126,0.021001000000000002
569,10,128,0.021001000000000002
570,10,130,0.021001000000000002
571,10,132,0.021001000000000002
572,10,134,0.022001
573,10,136,0.022001
574,10,138,0.022001
575,10,140,0.022001
576,10,142,0.022001
577,10,144,0.022001
578,10,146,0.022001
579,10,148,0.022001
580,10,150,0.022001
581,10,152,0.022001
582,10,154,0.022001
583,10,156,0.023001
584,10,158,0.023001
585,10,160,0.023001
586,10,162,0.023001
587,10,164,0.023001
588,10,166,0.024001
589,10,168,0.024001
590,10,170,0.024001
591,10,172,0.024001
592,10,174,0.025001000000000002
593,10,176,0.025001000000000002
594,10,178,0.025001000000000002
595,10,180,0.025001000000000002
596,10,182,0.026001000000000003
597,10,184,0.026001000000000003
598,10,186,0.026001000000000003
599,10,188,0.026001000000000003
600,10,190,0.026001000000000003
601,10,192,0.026001000000000003
602,10,194,0.026001000000000003
603,10,196,0.026001000000000003
604,10,198,0.026001000000000003
605,10,200,0.026001000000000003
606,12,0,0.009001
607,12,2,0.009001
608,12,4,0.025001000000000002
609,12,6,0.020001
610,12,8,0.017001000000000002
611,12,10,0.016001
612,12,12,0.015000999999999999
613,12,14,0.015000999999999999
614,12,16,0.014001
615,12,18,0.014001
616,12,20,0.014001
617,12,22,0.014001
618,12,24,0.014001
619,12,26,0.014001
620,12,28,0.014001
621,12,30,0.014001
622,12,32,0.014001
623,12,34,0.014001
624,12,36,0.014001
625,12,38,0.014001
626,12,40,0.015000999999999999
627,12,42,0.015000999999999999
628,12,44,0.015000999999999999
629,12,46,0.015000999999999999
630,12,48,0.015000999999999999
631,12,50,0.016001
632,12,52,0.016001
633,12,54,0.016001
634,12,56,0.016001
635,12,58,0.017001000000000002
636,12,60,0.017001000000000002
637,12,62,0.017001000000000002
638,12,64,0.018001000000000003
639,12,66,0.018001000000000003
640,12,68,0.018001000000000003
641,12,70,0.019001
642,12,72,0.019001
643,12,74,0.019001
644,12,76,0.019001
645,12,78,0.020001
646,12,80,0.020001
647,12,82,0.020001
648,12,84,0.020001
649,12,86,0.020001
650,12,88,0.020001
651,12,90,0.020001
652,12,92,0.020001
653,12,94,0.021001000000000002
654,12,96,0.021001000000000002
655,12,98,0.021001000000000002
656,12,100,0.021001000000000002
657,12,102,0.021001000000000002
658,12,104,0.021001000000000002
659,12,106,0.021001000000000002
660,12,108,0.021001000000000002
661,12,110,0.021001000000000002
662,12,112,0.021001000000000002
663,12,114,0.021001000000000002
664,12,116,0.021001000000000002
665,12,118,0.021001000000000002
666,12,120,0.021001000000000002
667,12,122,0.021001000000000002
668,12,124,0.021001000000000002
669,12,126,0.021001000000000002
670,12,128,0.021001000000000002
671,12,130,0.022001
672,12,132,0.022001
673,12,134,0.022001
674,12,136,0.022001
675,12,138,0.022001
676,12,140,0.022001
677,12,142,0.022001
678,12,144,0.022001
679,12,146,0.022001
680,12,148,0.022001
681,12,150,0.022001
682,12,152,0.022001
683,12,154,0.023001
684,12,156,0.023001
685,12,158,0.023001
686,12,160,0.023001
687,12,162,0.023001
688,12,164,0.023001
689,12,166,0.024001
690,12,168,0.024001
691,12,170,0.024001
692,12,172,0.024001
693,12,174,0.025001000000000002
694,12,176,0.025001000000000002
695,12,178,0.025001000000000002
696,12,180,0.025001000000000002
697,12,182,0.025001000000000002
698,12,184,0.026001000000000003
699,12,186,0.026001000000000003
700,12,188,0.026001000000000003
701,12,190,0.026001000000000003
702,12,192,0.026001000000000003
703,12,194,0.026001000000000003
704,12,196,0.026001000000000003
705,12,198,0.026001000000000003
706,12,200,0.026001000000000003
707,14,0,0.010001
708,14,2,0.009001
709,14,4,0.024001
710,14,6,0.019001
711,14,8,0.017001000000000002
712,14,10,0.016001
713,14,12,0.015000999999999999
714,14,14,0.015000999999999999
715,14,16,0.015000999999999999
716,14,18,0.014001
717,14,20,0.014001
718,14,22,0.014001
719,14,24,0.014001
720,14,26,0.014001
721,14,28,0.014001
722,14,30,0.014001
723,14,32,0.014001
724,14,34,0.014001
725,14,36,0.015000999999999999
726,14,38,0.015000999999999999
727,14,40,0.015000999999999999
728,14,42,0.015000999999999999
729,14,44,0.015000999999999999
730,14,46,0.015000999999999999
731,14,48,0.016001
732,14,50,0.016001
733,14,52,0.016001
734,14,54,0.016001
735,14,56,0.017001000000000002
736,14,58,0.017001000000000002
737,14,60,0.017001000000000002
738,14,62,0.017001000000000002
739,14,64,0.018001000000000003
740,14,66,0.018001000000000003
741,14,68,0.018001000000000003
742,14,70,0.018001000000000003
743,14,72,0.019001
744,14,74,0.019001
745,14,76,0.019001
746,14,78,0.019001
747,14,80,0.019001
748,14,82,0.020001
749,14,84,0.020001
750,14,86,0.020001
751,14,88,0.020001
752,14,90,0.020001
753,14,92,0.020001
754,14,94,0.020001
755,14,96,0.020001
756,14,98,0.021001000000000002
757,14,100,0.021001000000000002
758,14,102,0.021001000000000002
759,14,104,0.021001000000000002
760,14,106,0.021001000000000002
761,14,108,0.021001000000000002
762,14,110,0.021001000000000002
763,14,112,0.021001000000000002
764,14,114,0.021001000000000002
765,14,116,0.021001000000000002
766,14,118,0.021001000000000002
767,14,120,0.021001000000000002
768,14,122,0.021001000000000002
769,14,124,0.021001000000000002
770,14,126,0.022001
771,14,128,0.022001
772,14,130,0.022001
773,14,132,0.022001
774,14,134,0.022001
775,14,136,0.022001
776,14,138,0.022001
777,14,140,0.022001
778,14,142,0.022001
779,14,144,0.022001
780,14,146,0.022001
781,14,148,0.022001
782,14,150,0.022001
783,14,152,0.023001
784,14,154,0.023001
785,14,156,0.023001
786,14,158,0.023001
787,14,160,0.023001
788,14,162,0.023001
789,14,164,0.024001
790,14,166,0.024001
791,14,168,0.024001
792,14,170,0.024001
793,14,172,0.024001
794,14,174,0.025001000000000002
795,14,176,0.025001000000000002
796,14,178,0.025001000000000002
797,14,180,0.025001000000000002
798,14,182,0.025001000000000002
799,14,184,0.025001000000000002
800,14,186,0.025001000000000002
801,14,188,0.026001000000000003
802,14,190,0.026001000000000003
803,14,192,0.026001000000000003
804,14,194,0.026001000000000003
805,14,196,0.026001000000000003
806,14,198,0.026001000000000003
807,14,200,0.026001000000000003
808,16,0,0.010001
809,16,2,0.010001
810,16,4,0.022001
811,16,6,0.019001
812,16,8,0.017001000000000002
813,16,10,0.016001
814,16,12,0.015000999999999999
815,16,14,0.015000999999999999
816,16,16,0.015000999999999999
817,16,18,0.015000999999999999
818,16,20,0.014001
819,16,22,0.014001
820,16,24,0.014001
821,16,26,0.014001
822,16,28,0.014001
823,16,30,0.015000999999999999
824,16,32,0.015000999999999999
825,16,34,0.015000999999999999
826,16,36,0.015000999999999999
827,16,38,0.015000999999999999
828,16,40,0.015000999999999999
829,16,42,0.015000999999999999
830,16,44,0.015000999999999999
831,16,46,0.016001
832,16,48,0.016001
833,16,50,0.016001
834,16,52,0.016001
835,16,54,0.016001
836,16,56,0.017001000000000002
837,16,58,0.017001000000000002
838,16,60,0.017001000000000002
839,16,62,0.017001000000000002
840,16,64,0.018001000000000003
841,16,66,0.018001000000000003
842,16,68,0.018001000000000003
843,16,70,0.018001000000000003
844,16,72,0.019001
845,16,74,0.019001
846,16,76,0.019001
847,16,78,0.019001
848,16,80,0.019001
849,16,82,0.020001
850,16,84,0.020001
851,16,86,0.020001
852,16,88,0.020001
853,16,90,0.020001
854,16,92,0.020001
855,16,94,0.020001
856,16,96,0.020001
857,16,98,0.020001
858,16,100,0.021001000000000002
859,16,102,0.021001000000000002
860,16,104,0.021001000000000002
861,16,106,0.021001000000000002
862,16,108,0.021001000000000002
863,16,110,0.021001000000000002
864,16,112,0.021001000000000002
865,16,114,0.021001000000000002
866,16,116,0.021001000000000002
867,16,118,0.021001000000000002
868,16,120,0.021001000000000002
869,16,122,0.021001000000000002
870,16,124,0.021001000000000002
871,16,126,0.022001
872,16,128,0.022001
873,16,130,0.022001
874,16,132,0.022001
875,16,134,0.022001
876,16,136,0.022001
877,16,138,0.022001
878,16,140,0.022001
879,16,142,0.022001
880,16,144,0.022001
881,16,146,0.022001
882,16,148,0.023001
883,16,150,0.023001
884,16,152,0.023001
885,16,154,0.023001
886,16,156,0.023001
887,16,158,0.023001
888,16,160,0.023001
889,16,162,0.023001
890,16,164,0.024001
891,16,166,0.024001
892,16,168,0.024001
893,16,170,0.024001
894,16,172,0.024001
895,16,174,0.025001000000000002
896,16,176,0.025001000000000002
897,16,178,0.025001000000000002
898,16,180,0.025001000000000002
899,16,182,0.025001000000000002
900,16,184,0.025001000000000002
901,16,186,0.025001000000000002
902,16,188,0.026001000000000003
903,16,190,0.026001000000000003
904,16,192,0.026001000000000003
905,16,194,0.026001000000000003
906,16,196,0.026001000000000003
907,16,198,0.026001000000000003
908,16,200,0.026001000000000003
909,18,0,0.010001
910,18,2,0.029001000000000002
911,18,4,0.021001000000000002
912,18,6,0.018001000000000003
913,18,8,0.017001000000000002
914,18,10,0.016001
915,18,12,0.015000999999999999
916,18,14,0.015000999999999999
917,18,16,0.015000999999999999
918,18,18,0.015000999999999999
919,18,20,0.015000999999999999
920,18,22,0.015000999999999999
921,18,24,0.015000999999999999
922,18,26,0.015000999999999999
923,18,28,0.015000999999999999
924,18,30,0.015000999999999999
925,18,32,0.015000999999999999
926,18,34,0.015000999999999999
927,18,36,0.015000999999999999
928,18,38,0.015000999999999999
929,18,40,0.015000999999999999
930,18,42,0.015000999999999999
931,18,44,0.016001
932,18,46,0.016001
933,18,48,0.016001
934,18,50,0.016001
935,18,52,0.016001
936,18,54,0.017001000000000002
937,18,56,0.017001000000000002
938,18,58,0.017001000000000002
939,18,60,0.017001000000000002
940,18,62,0.017001000000000002
941,18,64,0.018001000000000003
942,18,66,0.018001000000000003
943,18,68,0.018001000000000003
944,18,70,0.018001000000000003
945,18,72,0.019001
946,18,74,0.019001
947,18,76,0.019001
948,18,78,0.019001
949,18,80,0.019001
950,18,82,0.019001
951,18,84,0.020001
952,18,86,0.020001
953,18,88,0.020001
954,18,90,0.020001
955,18,92,0.020001
956,18,94,0.020001
957,18,96,0.020001
958,18,98,0.020001
959,18,100,0.021001000000000002
960,18,102,0.021001000000000002
961,18,104,0.021001000000000002
962,18,106,0.021001000000000002
963,18,108,0.021001000000000002
964,18,110,0.021001000000000002
965,18,112,0.021001000000000002
966,18,114,0.021001000000000002
967,18,116,0.021001000000000002
968,18,118,0.021001000000000002
969,18,120,0.021001000000000002
970,18,122,0.021001000000000002
971,18,124,0.022001
972,18,126,0.022001
973,18,128,0.022001
974,18,130,0.022001
975,18,132,0.022001
976,18,134,0.022001
977,18,136,0.022001
978,18,138,0.022001
979,18,140,0.022001
980,18,142,0.022001
981,18,144,0.022001
982,18,146,0.023001
983,18,148,0.023001
984,18,150,0.023001
985,18,152,0.023001
986,18,154,0.023001
987,18,156,0.023001
988,18,158,0.023001
989,18,160,0.023001
990,18,162,0.024001
991,18,164,0.024001
992,18,166,0.024001
993,18,168,0.024001
994,18,170,0.024001
995,18,172,0.024001
996,18,174,0.025001000000000002
997,18,176,0.025001000000000002
998,18,178,0.025001000000000002
999,18,180,0.025001000000000002
1000,18,182,0.025001000000000002
1001,18,184,0.025001000000000002
1002,18,186,0.025001000000000002
1003,18,188,0.025001000000000002
1004,18,190,0.026001000000000003
1005,18,192,0.026001000000000003
1006,18,194,0.026001000000000003
1007,18,196,0.026001000000000003
1008,18,198,0.026001000000000003
1009,18,200,0.026001000000000003
1010,20,0,0.011000999999999999
1011,20,2,0.029001000000000002
1012,20,4,0.020001
1013,20,6,0.018001000000000003
1014,20,8,0.017001000000000002
1015,20,10,0.016001
1016,20,12,0.015000999999999999
1017,20,14,0.015000999999999999
1018,20,16,0.015000999999999999
1019,20,18,0.015000999999999999
1020,20,20,0.015000999999999999
1021,20,22,0.015000999999999999
1022,20,24,0.015000999999999999
1023,20,26,0.015000999999999999
1024,20,28,0.015000999999999999
1025,20,30,0.015000999999999999
1026,20,32,0.015000999999999999
1027,20,34,0.015000999999999999
1028,20,36,0.015000999999999999
1029,20,38,0.015000999999999999
1030,20,40,0.016001
1031,20,42,0.016001
1032,20,44,0.016001
1033,20,46,0.016001
1034,20,48,0.016001
1035,20,50,0.016001
1036,20,52,0.017001000000000002
1037,20,54,0.017001000000000002
1038,20,56,0.017001000000000002
1039,20,58,0.017001000000000002
1040,20,60,0.017001000000000002
1041,20,62,0.018001000000000003
1042,20,64,0.018001000000000003
1043,20,66,0.018001000000000003
1044,20,68,0.018001000000000003
1045,20,70,0.018001000000000003
1046,20,72,0.019001
1047,20,74,0.019001
1048,20,76,0.019001
1049,20,78,0.019001
1050,20,80,0.019001
1051,20,82,0.019001
1052,20,84,0.020001
1053,20,86,0.020001
1054,20,88,0.020001
1055,20,90,0.020001
1056,20,92,0.020001
1057,20,94,0.020001
1058,20,96,0.020001
1059,20,98,0.020001
1060,20,100,0.021001000000000002
1061,20,102,0.021001000000000002
1062,20,104,0.021001000000000002
1063,20,106,0.021001000000000002
1064,20,108,0.021001000000000002
1065,20,110,0.021001000000000002
1066,20,112,0.021001000000000002
1067,20,114,0.021001000000000002
1068,20,116,0.021001000000000002
1069,20,118,0.021001000000000002
1070,20,120,0.021001000000000002
1071,20,122,0.022001
1072,20,124,0.022001
1073,20,126,0.022001
1074,20,128,0.022001
1075,20,130,0.022001
1076,20,132,0.022001
1077,20,134,0.022001
1078,20,136,0.022001
1079,20,138,0.022001
1080,20,140,0.022001
1081,20,142,0.022001
1082,20,144,0.023001
1083,20,146,0.023001
1084,20,148,0.023001
1085,20,150,0.023001
1086,20,152,0.023001
1087,20,154,0.023001
1088,20,156,0.023001
1089,20,158,0.023001
1090,20,160,0.024001
1091,20,162,0.024001
1092,20,164,0.024001
1093,20,166,0.024001
1094,20,168,0.024001
1095,20,170,0.024001
