,time(ms),V
0,0.0,0.08701171875
1,0.625,0.0708984375
2,1.25,0.0829833984375
3,1.875,0.0580078125
4,2.5,0.056396484375
5,3.125,0.0829833984375
6,3.75,0.0604248046875
7,4.375,0.0555908203125
8,5.0,0.057202148437499996
9,5.625,0.050756835937499994
10,6.25,0.050756835937499994
11,6.875,0.0652587890625
12,7.5,0.0281982421875
13,8.125,0.07009277343749999
14,8.75,0.0515625
15,9.375,0.0378662109375
16,10.0,0.08137207031249999
17,10.625,0.07734374999999999
18,11.25,0.062841796875
19,11.875,0.061230468749999996
20,12.5,0.0378662109375
21,13.125,0.053173828124999996
22,13.75,0.064453125
23,14.375,0.09829101562499999
24,15.0,0.0636474609375
25,15.625,0.0064453125
26,16.25,0.0765380859375
27,16.875,0.0394775390625
28,17.5,0.042700195312499994
29,18.125,0.054785156249999994
30,18.75,0.0515625
31,19.375,0.0845947265625
32,20.0,0.0443115234375
33,20.625,0.053173828124999996
34,21.25,0.033837890625
35,21.875,0.08137207031249999
36,22.5,0.041088867187499996
37,23.125,0.049145507812499996
38,23.75,0.0378662109375
39,24.375,0.0580078125
40,25.0,0.08217773437499999
41,25.625,0.069287109375
42,26.25,0.033032226562499996
43,26.875,0.049145507812499996
44,27.5,0.078955078125
45,28.125,0.08056640625
46,28.75,0.0378662109375
47,29.375,0.0580078125
48,30.0,0.054785156249999994
49,30.625,0.078955078125
50,31.25,0.043505859375
51,31.875,0.0515625
52,32.5,0.033032226562499996
53,33.125,0.08620605468749999
54,33.75,0.07009277343749999
55,34.375,0.056396484375
56,35.0,0.023364257812499997
57,35.625,0.075732421875
58,36.25,0.04833984375
59,36.875,0.07734374999999999
60,37.5,0.09023437499999999
61,38.125,0.103125
62,38.75,0.046728515624999994
63,39.375,0.062841796875
64,40.0,0.06606445312499999
65,40.625,0.0837890625
66,41.25,0.0668701171875
67,41.875,0.069287109375
68,42.5,0.062841796875
69,43.125,0.045117187499999996
70,43.75,0.0515625
71,44.375,0.1007080078125
72,45.0,0.057202148437499996
73,45.625,0.0604248046875
74,46.25,0.0580078125
75,46.875,0.0829833984375
76,47.5,0.0765380859375
77,48.125,0.059619140625
78,48.75,0.0475341796875
79,49.375,0.042700195312499994
80,50.0,0.0322265625
81,50.625,0.056396484375
82,51.25,0.0708984375
83,51.875,0.027392578124999997
84,52.5,0.072509765625
85,53.125,0.07009277343749999
86,53.75,0.0684814453125
87,54.375,0.0765380859375
88,55.0,0.08540039062499999
89,55.625,0.045117187499999996
90,56.25,0.0749267578125
91,56.875,0.0475341796875
92,57.5,0.0717041015625
93,58.125,0.045117187499999996
94,58.75,0.046728515624999994
95,59.375,0.0362548828125
96,60.0,0.0765380859375
97,60.625,0.08540039062499999
98,61.25,0.07814941406249999
99,61.875,0.0684814453125
100,62.5,0.0580078125
101,63.125,0.0620361328125
102,63.75,0.027392578124999997
103,64.375,0.058813476562499994
104,65.0,0.0797607421875
105,65.625,0.0539794921875
106,66.25,0.0845947265625
107,66.875,0.072509765625
108,67.5,0.04833984375
109,68.125,0.07734374999999999
110,68.75,0.0555908203125
111,69.375,0.0620361328125
112,70.0,0.0668701171875
113,70.625,0.0523681640625
114,71.25,0.06767578125
115,71.875,0.07734374999999999
116,72.5,0.045117187499999996
117,73.125,0.064453125
118,73.75,0.0797607421875
119,74.375,0.095068359375
120,75.0,0.075732421875
121,75.625,0.0555908203125
122,76.25,0.0926513671875
123,76.875,0.0926513671875
124,77.5,0.0845947265625
125,78.125,0.0394775390625
126,78.75,0.043505859375
127,79.375,0.069287109375
128,80.0,0.0523681640625
129,80.625,0.046728515624999994
130,81.25,0.040283203125
131,81.875,0.050756835937499994
132,82.5,0.049951171875
133,83.125,0.0515625
134,83.75,0.058813476562499994
135,84.375,0.043505859375
136,85.0,0.06606445312499999
137,85.625,0.0829833984375
138,86.25,0.0652587890625
139,86.875,0.0539794921875
140,87.5,0.0652587890625
141,88.125,0.046728515624999994
142,88.75,0.0797607421875
143,89.375,0.0926513671875
144,90.0,0.0733154296875
145,90.625,0.06767578125
146,91.25,0.0749267578125
147,91.875,0.062841796875
148,92.5,0.0717041015625
149,93.125,0.033837890625
150,93.75,0.054785156249999994
151,94.375,0.041088867187499996
152,95.0,0.056396484375
153,95.625,0.0555908203125
154,96.25,0.0765380859375
155,96.875,0.08217773437499999
156,97.5,0.050756835937499994
157,98.125,0.04833984375
158,98.75,0.040283203125
159,99.375,0.0749267578125
160,100.0,0.095068359375
161,100.625,0.0652587890625
162,101.25,0.045117187499999996
163,101.875,0.0515625
164,102.5,0.069287109375
165,103.125,0.0620361328125
166,103.75,0.0443115234375
167,104.375,0.049145507812499996
168,105.0,0.0684814453125
169,105.625,0.057202148437499996
170,106.25,0.0708984375
171,106.875,0.0523681640625
172,107.5,0.0555908203125
173,108.125,0.04833984375
174,108.75,0.0443115234375
175,109.375,0.0475341796875
176,110.0,0.08620605468749999
177,110.625,0.07814941406249999
178,111.25,0.069287109375
179,111.875,0.07734374999999999
180,112.5,0.054785156249999994
181,113.125,0.0281982421875
182,113.75,0.056396484375
183,114.375,0.056396484375
184,115.0,0.08217773437499999
185,115.625,0.08701171875
186,116.25,0.064453125
187,116.875,0.053173828124999996
188,117.5,0.046728515624999994
189,118.125,0.046728515624999994
190,118.75,0.0580078125
191,119.375,0.04189453125
192,120.0,0.0910400390625
193,120.625,0.0765380859375
194,121.25,0.0668701171875
195,121.875,0.08540039062499999
196,122.5,0.104736328125
197,123.125,0.10151367187499999
198,123.75,0.058813476562499994
199,124.375,0.0708984375
200,125.0,0.0539794921875
201,125.625,0.072509765625
202,126.25,0.0314208984375
203,126.875,0.0378662109375
204,127.5,0.0636474609375
205,128.125,0.038671874999999994
206,128.75,0.0708984375
207,129.375,0.053173828124999996
208,130.0,0.0829833984375
209,130.625,0.088623046875
210,131.25,0.0523681640625
211,131.875,0.09345703124999999
212,132.5,0.0475341796875
213,133.125,0.0523681640625
214,133.75,0.08701171875
215,134.375,0.0668701171875
216,135.0,0.04189453125
217,135.625,0.0604248046875
218,136.25,0.061230468749999996
219,136.875,0.0539794921875
220,137.5,0.0684814453125
221,138.125,0.049145507812499996
222,138.75,0.037060546874999996
223,139.375,0.0733154296875
224,140.0,0.0604248046875
225,140.625,0.0749267578125
226,141.25,0.0555908203125
227,141.875,0.078955078125
228,142.5,0.072509765625
229,143.125,0.049951171875
230,143.75,0.072509765625
231,144.375,0.049145507812499996
232,145.0,0.057202148437499996
233,145.625,0.06606445312499999
234,146.25,0.043505859375
235,146.875,0.064453125
236,147.5,0.08137207031249999
237,148.125,0.0797607421875
238,148.75,0.0749267578125
239,149.375,0.09345703124999999
240,150.0,0.06767578125
241,150.625,0.061230468749999996
242,151.25,0.062841796875
243,151.875,0.0459228515625
244,152.5,0.054785156249999994
245,153.125,0.0708984375
246,153.75,0.075732421875
247,154.375,0.0749267578125
248,155.0,0.08056640625
249,155.625,0.0475341796875
250,156.25,0.054785156249999994
251,156.875,0.043505859375
252,157.5,0.0636474609375
253,158.125,0.0684814453125
254,158.75,0.04833984375
255,159.375,0.0322265625
256,160.0,0.0281982421875
257,160.625,0.062841796875
258,161.25,0.058813476562499994
259,161.875,0.053173828124999996
260,162.5,0.095068359375
261,163.125,0.07734374999999999
262,163.75,0.0475341796875
263,164.375,0.062841796875
264,165.0,0.08620605468749999
265,165.625,0.072509765625
266,166.25,0.0966796875
267,166.875,0.0958740234375
268,167.5,0.043505859375
269,168.125,0.059619140625
270,168.75,0.088623046875
271,169.375,0.04189453125
272,170.0,0.045117187499999996
273,170.625,0.0580078125
274,171.25,0.0443115234375
275,171.875,0.0539794921875
