,start_x,start_y,end_x,end_y,top_of_magnet,y_pixel_scale
0,336,971,330,1174,0,-1
1,337,975,333,1169,0,-1
2,336,979,333,1172,0,-1
3,336,993,334,1170,0,-1
4,333,1009,331,1165,0,-1
5,335,1019,333,1156,0,-1
6,336,1014,333,1148,0,-1
7,335,993,333,1141,0,-1
8,338,969,334,1134,0,-1
9,338,947,334,1132,0,-1
10,339,926,333,1132,0,-1
11,342,910,338,1131,0,-1
12,342,891,336,1131,0,-1
13,344,872,339,1131,0,-1
14,346,853,339,1131,0,-1
15,347,835,341,1133,0,-1
16,352,756,342,1133,1,-1
17,352,726,343,1129,1,-1
18,352,694,344,1127,1,-1
19,354,660,344,1124,1,-1
20,351,627,341,1123,1,-1
21,354,602,342,1122,1,-1
22,352,577,338,1126,1,-1
23,351,565,335,1137,1,-1
24,349,553,334,1134,1,-1
25,348,551,333,1136,1,-1
26,344,559,332,1141,1,-1
27,343,574,329,1141,1,-1
28,341,600,327,1142,1,-1
29,338,637,327,1142,1,-1
30,336,682,326,1146,1,-1
31,334,731,323,1146,1,-1
32,330,778,321,1149,1,-1
33,330,866,321,1152,0,-1
34,325,911,321,1151,0,-1
35,327,956,321,1154,0,-1
36,323,994,318,1157,0,-1
37,324,1021,318,1156,0,-1
38,326,1019,322,1158,0,-1
39,324,997,321,1158,0,-1
40,328,974,323,1158,0,-1
41,331,953,323,1157,0,-1
42,327,937,322,1158,0,-1
43,330,932,321,1155,0,-1
44,330,927,325,1160,0,-1
45,331,929,327,1157,0,-1
46,331,930,328,1160,0,-1
47,332,934,328,1161,0,-1
48,331,940,326,1162,0,-1
49,332,948,327,1160,0,-1
50,334,949,328,1162,0,-1
51,335,952,330,1160,0,-1
52,336,952,330,1160,0,-1
53,337,955,332,1159,0,-1
54,335,955,333,1161,0,-1
55,336,956,330,1163,0,-1
56,337,956,330,1159,0,-1
57,337,956,332,1161,0,-1
58,338,957,334,1160,0,-1
59,338,955,333,1160,0,-1
60,340,956,333,1161,0,-1
61,340,955,337,1160,0,-1
62,342,953,337,1161,0,-1
63,342,953,334,1158,0,-1
64,340,955,335,1163,0,-1
65,342,954,335,1159,0,-1
66,342,954,337,1160,0,-1
67,342,956,337,1160,0,-1
68,342,954,336,1161,0,-1
69,343,955,337,1161,0,-1
70,342,953,336,1158,0,-1
71,342,954,337,1161,0,-1
72,342,954,337,1161,0,-1
