,start_x,start_y,end_x,end_Y,top_of_magnet,y_pixel_scale
0,439,1490,448,1153,1,-1
1,442,1484,449,1156,1,-1
2,438,1486,452,1154,1,-1
3,438,1488,444,1161,1,-1
4,438,1491,442,1163,1,-1
5,442,1490,442,1168,1,-1
6,441,1494,445,1194,1,-1
7,449,1496,449,1222,1,-1
8,447,1490,457,1243,1,-1
9,456,1487,462,1236,1,-1
10,463,1460,466,1200,1,-1
11,450,1451,456,1160,1,-1
12,447,1442,453,1113,1,-1
13,439,1440,437,1118,0,-1
14,427,1443,434,1073,0,-1
15,428,1446,433,962,1,-1
16,425,1438,437,870,1,-1
17,428,1443,444,792,1,-1
18,430,1451,447,701,1,-1
19,438,1455,458,705,1,-1
20,444,1454,464,725,1,-1
21,445,1455,465,730,1,-1
22,447,1456,464,759,1,-1
23,452,1454,466,800,1,-1
24,456,1460,473,880,1,-1
25,458,1456,463,974,1,-1
26,453,1457,458,1118,0,-1
27,450,1456,454,1209,0,-1
28,446,1469,443,1309,0,-1
29,434,1469,436,1329,0,-1
30,435,1473,438,1262,0,-1
31,429,1483,433,1176,0,-1
32,433,1481,438,1104,0,-1
33,426,1481,435,999,1,-1
34,425,1482,437,946,1,-1
35,424,1480,436,920,1,-1
36,423,1478,437,920,1,-1
37,422,1479,436,928,1,-1
38,425,1479,438,956,1,-1
39,422,1481,434,1000,1,-1
40,424,1482,426,1101,0,-1
41,417,1466,424,1127,0,-1
42,428,1466,430,1157,0,-1
43,423,1471,426,1192,0,-1
44,423,1473,424,1213,0,-1
45,426,1473,426,1253,0,-1
46,421,1469,423,1261,0,-1
47,425,1469,420,1253,0,-1
48,422,1467,425,1231,0,-1
49,418,1465,423,1200,0,-1
50,419,1462,427,1168,0,-1
51,416,1460,423,1153,0,-1
52,421,1458,426,1141,0,-1
53,419,1455,419,1135,0,-1
54,420,1457,422,1139,0,-1
55,420,1456,421,1148,0,-1
56,419,1455,424,1155,0,-1
57,418,1460,427,1176,0,-1
58,417,1459,428,1189,0,-1
59,418,1458,421,1210,0,-1
60,418,1464,418,1230,0,-1
61,417,1466,423,1245,0,-1
62,419,1462,422,1252,0,-1
63,420,1467,425,1256,0,-1
64,419,1465,425,1257,0,-1
65,414,1463,417,1257,0,-1
66,403,1462,411,1256,0,-1
67,400,1463,404,1250,0,-1
68,405,1430,411,1227,0,-1
69,424,1459,423,1200,0,-1
70,441,1448,445,1155,0,-1
71,445,1445,450,1106,0,-1
72,445,1448,452,1067,0,-1
73,444,1437,456,928,1,-1
74,444,1440,459,853,1,-1
75,441,1439,463,765,1,-1
76,444,1445,464,685,1,-1
77,441,1432,461,695,1,-1
78,442,1436,461,690,1,-1
79,443,1444,461,700,1,-1
80,447,1438,459,712,1,-1
81,444,1435,461,743,1,-1
82,445,1443,460,810,1,-1
83,449,1445,462,915,1,-1
84,-1,-1,-1,-1,1,-1
85,501,1487,504,1274,0,-1
86,418,1426,412,1251,0,-1
87,487,1432,495,1274,0,-1
88,443,1440,443,1232,0,-1
89,440,1438,440,1166,0,-1
90,437,1446,439,1098,0,-1
91,436,1452,441,1070,0,-1
92,443,1447,446,924,1,-1
93,443,1438,451,894,1,-1
94,448,1450,458,899,1,-1
95,445,1447,457,910,1,-1
96,446,1442,456,962,1,-1
97,448,1447,451,1070,0,-1
98,444,1446,447,1114,0,-1
99,445,1444,448,1150,0,-1
100,447,1447,449,1188,0,-1
101,450,1444,453,1210,0,-1
102,452,1440,454,1233,0,-1
103,453,1444,452,1224,0,-1
104,453,1451,457,1211,0,-1
105,452,1448,455,1188,0,-1
106,450,1451,456,1170,0,-1
107,450,1448,452,1151,0,-1
108,450,1442,456,1139,0,-1
109,454,1453,454,1139,0,-1
110,450,1452,454,1142,0,-1
111,451,1451,458,1148,0,-1
112,453,1447,453,1163,0,-1
113,451,1448,456,1178,0,-1
114,452,1445,451,1192,0,-1
115,452,1444,456,1205,0,-1
116,455,1449,453,1207,0,-1
117,453,1445,456,1201,0,-1
118,454,1449,452,1194,0,-1
119,450,1451,455,1188,0,-1
120,452,1448,455,1188,0,-1
121,453,1443,458,1177,0,-1
122,455,1450,460,1179,0,-1
123,455,1448,455,1182,0,-1
124,450,1448,461,1185,0,-1
125,455,1448,458,1184,0,-1
126,454,1449,453,1181,0,-1
127,453,1448,458,1181,0,-1
128,456,1452,456,1178,0,-1
129,455,1454,458,1181,0,-1
130,451,1452,459,1183,0,-1
131,452,1451,460,1183,0,-1
132,453,1451,456,1182,0,-1
133,449,1453,453,1186,0,-1
134,448,1453,452,1179,0,-1
135,447,1449,452,1180,0,-1
136,445,1448,448,1176,0,-1
