,time(ms),x_G,y_G,z_G
0,0.0,0.046875,-0.1328125,1.0
1,0.625,0.03125,-0.1171875,0.9921875
2,1.25,0.046875,-0.171875,0.96875
3,1.875,0.046875,-0.140625,1.0078125
4,2.5,0.0390625,-0.140625,0.9765625
5,3.125,0.0546875,-0.1484375,0.9921875
6,3.75,0.0390625,-0.125,0.9921875
7,4.375,0.09375,-0.140625,1.0
8,5.0,0.0078125,-0.1015625,1.0234375
9,5.625,0.0390625,-0.1875,1.0
10,6.25,0.0234375,-0.1328125,1.0078125
11,6.875,0.046875,-0.1328125,1.0234375
12,7.5,0.0234375,-0.125,1.0234375
13,8.125,0.0234375,-0.1171875,1.03125
14,8.75,0.0859375,-0.1484375,1.0
15,9.375,0.0,-0.078125,1.015625
16,10.0,0.0,-0.109375,1.0625
17,10.625,0.0390625,-0.140625,1.0
18,11.25,0.0234375,-0.140625,1.0
19,11.875,0.015625,-0.1328125,1.0234375
20,12.5,0.03125,-0.1328125,1.0234375
21,13.125,0.0078125,-0.1015625,0.9609375
22,13.75,0.0703125,-0.171875,0.9765625
23,14.375,0.03125,-0.125,1.0625
24,15.0,0.0234375,-0.1328125,0.9296875
25,15.625,0.0,-0.1015625,1.015625
26,16.25,0.015625,-0.1328125,1.0
27,16.875,0.0625,-0.1328125,1.0
28,17.5,0.046875,-0.0859375,1.0
29,18.125,0.0390625,-0.1328125,0.96875
30,18.75,0.046875,-0.1328125,1.0625
31,19.375,0.0390625,-0.1484375,0.984375
32,20.0,0.03125,-0.125,0.96875
33,20.625,0.0390625,-0.1484375,0.96875
34,21.25,0.0234375,-0.140625,0.9765625
35,21.875,0.046875,-0.1484375,0.96875
36,22.5,0.0390625,-0.1328125,0.9921875
37,23.125,0.0390625,-0.125,0.984375
38,23.75,0.046875,-0.140625,1.0078125
39,24.375,0.0546875,-0.1640625,0.9765625
40,25.0,0.046875,-0.1328125,0.984375
41,25.625,0.0390625,-0.1328125,0.984375
42,26.25,0.0390625,-0.1171875,1.0
43,26.875,0.0546875,-0.15625,1.0
44,27.5,0.046875,-0.140625,1.0078125
45,28.125,0.0390625,-0.1328125,1.0234375
46,28.75,0.0234375,-0.125,1.0078125
47,29.375,0.0234375,-0.125,1.0
48,30.0,0.0234375,-0.140625,1.0
49,30.625,0.0234375,-0.125,1.015625
50,31.25,0.0390625,-0.140625,1.015625
51,31.875,0.015625,-0.109375,1.03125
52,32.5,0.03125,-0.1328125,1.0078125
53,33.125,0.0234375,-0.1328125,1.0078125
54,33.75,0.0390625,-0.1171875,1.0234375
55,34.375,0.015625,-0.125,1.0078125
56,35.0,0.03125,-0.125,1.0234375
57,35.625,0.046875,-0.15625,1.0078125
58,36.25,0.03125,-0.1484375,1.0078125
59,36.875,0.03125,-0.1171875,0.9921875
60,37.5,0.03125,-0.15625,1.0
61,38.125,0.0390625,-0.125,1.0
62,38.75,0.03125,-0.1328125,0.984375
63,39.375,0.0234375,-0.1328125,1.0
64,40.0,0.03125,-0.140625,0.9765625
65,40.625,0.0078125,-0.1171875,0.9765625
66,41.25,0.03125,-0.125,0.984375
67,41.875,0.0390625,-0.1171875,1.0
68,42.5,0.03125,-0.140625,1.0
69,43.125,0.0234375,-0.1328125,1.0
70,43.75,0.03125,-0.1484375,0.9921875
71,44.375,0.0234375,-0.140625,0.984375
72,45.0,0.03125,-0.125,0.9921875
73,45.625,0.046875,-0.15625,0.9765625
74,46.25,0.046875,-0.140625,1.0
75,46.875,0.03125,-0.140625,0.9921875
76,47.5,0.0625,-0.15625,1.0
77,48.125,0.03125,-0.140625,1.0
78,48.75,0.0234375,-0.1328125,1.0
79,49.375,0.03125,-0.1328125,1.015625
80,50.0,0.03125,-0.140625,1.0
81,50.625,0.046875,-0.140625,1.03125
82,51.25,0.015625,-0.1328125,1.015625
83,51.875,0.03125,-0.140625,1.0078125
84,52.5,0.0546875,-0.1328125,1.0234375
85,53.125,0.046875,-0.125,1.0234375
86,53.75,0.03125,-0.1328125,1.015625
87,54.375,0.0390625,-0.1484375,1.015625
88,55.0,0.015625,-0.125,1.015625
89,55.625,0.046875,-0.1328125,1.03125
90,56.25,0.03125,-0.1328125,1.0234375
91,56.875,0.0234375,-0.1171875,1.0
92,57.5,0.0390625,-0.1171875,1.0078125
93,58.125,0.03125,-0.1328125,1.0078125
94,58.75,0.0234375,-0.125,1.0
95,59.375,0.0234375,-0.125,1.0
96,60.0,0.03125,-0.1328125,1.0
