,time(ms),V
0,0.0,0.04833984375
1,0.625,0.033837890625
2,1.25,0.0322265625
3,1.875,0.033032226562499996
4,2.5,0.0362548828125
5,3.125,0.049145507812499996
6,3.75,0.024169921875
7,4.375,0.053173828124999996
8,5.0,0.033032226562499996
9,5.625,0.012890625
10,6.25,0.020947265625
11,6.875,0.0378662109375
12,7.5,0.0394775390625
13,8.125,0.041088867187499996
14,8.75,0.03544921875
15,9.375,0.0378662109375
16,10.0,0.045117187499999996
17,10.625,0.0749267578125
18,11.25,0.0684814453125
19,11.875,0.009667968749999999
20,12.5,0.02578125
21,13.125,0.03544921875
22,13.75,0.03544921875
23,14.375,0.037060546874999996
24,15.0,0.0217529296875
25,15.625,0.0249755859375
26,16.25,0.033837890625
27,16.875,0.0322265625
28,17.5,0.0217529296875
29,18.125,0.057202148437499996
30,18.75,0.046728515624999994
31,19.375,0.04189453125
32,20.0,0.0580078125
33,20.625,0.0201416015625
34,21.25,0.0475341796875
35,21.875,0.0362548828125
36,22.5,0.0378662109375
37,23.125,0.049951171875
38,23.75,0.0281982421875
39,24.375,0.040283203125
40,25.0,0.058813476562499994
41,25.625,0.045117187499999996
42,26.25,0.0668701171875
43,26.875,0.037060546874999996
44,27.5,0.0346435546875
45,28.125,0.0475341796875
46,28.75,0.024169921875
47,29.375,0.0362548828125
48,30.0,0.0322265625
49,30.625,0.045117187499999996
50,31.25,0.040283203125
51,31.875,0.050756835937499994
52,32.5,0.0515625
53,33.125,0.0668701171875
54,33.75,0.014501953125
55,34.375,0.043505859375
56,35.0,0.040283203125
57,35.625,0.0169189453125
58,36.25,0.059619140625
59,36.875,0.018530273437499998
60,37.5,0.0394775390625
61,38.125,0.038671874999999994
62,38.75,0.0346435546875
63,39.375,0.01611328125
64,40.0,0.026586914062499998
65,40.625,0.0378662109375
66,41.25,0.022558593749999998
67,41.875,0.040283203125
68,42.5,0.0362548828125
69,43.125,0.0298095703125
70,43.75,0.026586914062499998
71,44.375,0.023364257812499997
72,45.0,0.0394775390625
73,45.625,0.04833984375
74,46.25,0.042700195312499994
75,46.875,0.0378662109375
76,47.5,0.0322265625
77,48.125,0.03544921875
78,48.75,0.0459228515625
79,49.375,0.06767578125
80,50.0,0.0217529296875
81,50.625,0.041088867187499996
82,51.25,0.038671874999999994
83,51.875,0.059619140625
84,52.5,0.033032226562499996
85,53.125,0.013696289062499999
86,53.75,0.037060546874999996
87,54.375,0.0249755859375
88,55.0,0.0298095703125
89,55.625,0.037060546874999996
90,56.25,0.045117187499999996
91,56.875,0.0249755859375
92,57.5,0.0281982421875
93,58.125,0.0394775390625
94,58.75,0.03544921875
95,59.375,0.0362548828125
96,60.0,0.018530273437499998
97,60.625,0.033032226562499996
98,61.25,0.050756835937499994
99,61.875,0.0515625
100,62.5,0.050756835937499994
101,63.125,0.0088623046875
102,63.75,0.03544921875
103,64.375,0.0378662109375
104,65.0,0.015307617187499999
105,65.625,0.0555908203125
106,66.25,0.04189453125
107,66.875,0.0443115234375
108,67.5,0.02900390625
109,68.125,0.04189453125
110,68.75,0.038671874999999994
111,69.375,0.027392578124999997
112,70.0,0.014501953125
113,70.625,0.0201416015625
114,71.25,0.027392578124999997
115,71.875,0.026586914062499998
116,72.5,0.0314208984375
117,73.125,0.0636474609375
118,73.75,0.0523681640625
119,74.375,0.040283203125
120,75.0,0.0362548828125
121,75.625,0.026586914062499998
122,76.25,0.046728515624999994
123,76.875,0.0298095703125
124,77.5,0.041088867187499996
125,78.125,0.037060546874999996
126,78.75,0.030615234374999998
127,79.375,0.03544921875
128,80.0,0.057202148437499996
129,80.625,0.0298095703125
130,81.25,0.0684814453125
131,81.875,0.042700195312499994
132,82.5,0.045117187499999996
133,83.125,0.015307617187499999
